time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
30.107552000;1.150e+00;-8.264e-01;5.108e-01;-7.184e-01;4.440e-01;1.161e+00;-6.956e-01;4.624e-01;1.150e+00;-4.958e-01;3.065e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.018e+01;5.018e+01
30.107808000;1.148e+00;-8.233e-01;4.983e-01;-7.172e-01;4.341e-01;1.159e+00;-6.946e-01;4.525e-01;1.148e+00;-4.940e-01;2.990e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.018e+01;5.018e+01
30.108064000;1.146e+00;-8.202e-01;4.860e-01;-7.160e-01;4.242e-01;1.156e+00;-6.935e-01;4.426e-01;1.146e+00;-4.921e-01;2.916e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.017e+01;5.017e+01
30.108320000;1.143e+00;-8.171e-01;4.738e-01;-7.148e-01;4.145e-01;1.153e+00;-6.925e-01;4.328e-01;1.143e+00;-4.903e-01;2.843e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.017e+01;5.017e+01
30.109344000;1.134e+00;-8.053e-01;4.267e-01;-7.101e-01;3.763e-01;1.143e+00;-6.884e-01;3.946e-01;1.134e+00;-4.832e-01;2.560e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.017e+01;5.017e+01
30.110368000;1.125e+00;-7.940e-01;3.822e-01;-7.057e-01;3.396e-01;1.134e+00;-6.844e-01;3.579e-01;1.125e+00;-4.764e-01;2.293e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.016e+01;5.016e+01
30.114720000;1.092e+00;-7.529e-01;2.214e-01;-6.893e-01;2.027e-01;1.097e+00;-6.701e-01;2.208e-01;1.092e+00;-4.517e-01;1.329e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.013e+01;5.013e+01
30.115232000;1.089e+00;-7.488e-01;2.055e-01;-6.876e-01;1.887e-01;1.094e+00;-6.687e-01;2.068e-01;1.089e+00;-4.493e-01;1.233e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.012e+01;5.012e+01
30.115488000;1.087e+00;-7.468e-01;1.977e-01;-6.869e-01;1.819e-01;1.092e+00;-6.680e-01;1.999e-01;1.087e+00;-4.481e-01;1.186e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.012e+01;5.012e+01
30.115597000;1.087e+00;-7.459e-01;1.945e-01;-6.865e-01;1.790e-01;1.091e+00;-6.677e-01;1.971e-01;1.087e+00;-4.476e-01;1.167e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.012e+01;5.012e+01
30.115925000;1.085e+00;-7.435e-01;1.850e-01;-6.856e-01;1.706e-01;1.089e+00;-6.668e-01;1.887e-01;1.085e+00;-4.461e-01;1.110e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.012e+01;5.012e+01
30.116143000;1.083e+00;-7.419e-01;1.790e-01;-6.849e-01;1.652e-01;1.087e+00;-6.663e-01;1.833e-01;1.083e+00;-4.452e-01;1.074e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.011e+01;5.011e+01
30.116361000;1.082e+00;-7.404e-01;1.731e-01;-6.843e-01;1.600e-01;1.086e+00;-6.657e-01;1.780e-01;1.082e+00;-4.442e-01;1.038e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.011e+01;5.011e+01
30.116579000;1.081e+00;-7.389e-01;1.673e-01;-6.837e-01;1.548e-01;1.085e+00;-6.652e-01;1.729e-01;1.081e+00;-4.433e-01;1.004e-01;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.011e+01;5.011e+01
30.119197000;1.068e+00;-7.237e-01;1.105e-01;-6.774e-01;1.034e-01;1.071e+00;-6.597e-01;1.214e-01;1.068e+00;-4.342e-01;6.629e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.008e+01;5.008e+01
30.120288000;1.064e+00;-7.187e-01;9.237e-02;-6.753e-01;8.678e-02;1.067e+00;-6.578e-01;1.047e-01;1.064e+00;-4.312e-01;5.542e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.008e+01;5.008e+01
30.121379000;1.061e+00;-7.145e-01;7.697e-02;-6.734e-01;7.255e-02;1.063e+00;-6.562e-01;9.048e-02;1.061e+00;-4.287e-01;4.618e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.007e+01;5.007e+01
30.121597000;1.060e+00;-7.137e-01;7.419e-02;-6.731e-01;6.997e-02;1.062e+00;-6.559e-01;8.789e-02;1.060e+00;-4.282e-01;4.451e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.006e+01;5.006e+01
30.121815000;1.060e+00;-7.129e-01;7.150e-02;-6.728e-01;6.747e-02;1.061e+00;-6.556e-01;8.539e-02;1.060e+00;-4.278e-01;4.290e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.006e+01;5.006e+01
30.122033000;1.059e+00;-7.122e-01;6.889e-02;-6.725e-01;6.505e-02;1.061e+00;-6.553e-01;8.297e-02;1.059e+00;-4.273e-01;4.134e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.006e+01;5.006e+01
30.122906000;1.057e+00;-7.096e-01;5.935e-02;-6.713e-01;5.615e-02;1.058e+00;-6.543e-01;7.405e-02;1.057e+00;-4.257e-01;3.561e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.005e+01;5.005e+01
30.123124000;1.056e+00;-7.089e-01;5.716e-02;-6.710e-01;5.411e-02;1.058e+00;-6.541e-01;7.200e-02;1.056e+00;-4.254e-01;3.430e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.005e+01;5.005e+01
30.123561000;1.056e+00;-7.078e-01;5.302e-02;-6.705e-01;5.023e-02;1.057e+00;-6.536e-01;6.812e-02;1.056e+00;-4.247e-01;3.181e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.005e+01;5.005e+01
30.124433000;1.054e+00;-7.057e-01;4.560e-02;-6.696e-01;4.327e-02;1.055e+00;-6.528e-01;6.115e-02;1.054e+00;-4.234e-01;2.736e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.004e+01;5.004e+01
30.125088000;1.053e+00;-7.044e-01;4.072e-02;-6.690e-01;3.868e-02;1.054e+00;-6.523e-01;5.655e-02;1.053e+00;-4.226e-01;2.443e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.004e+01;5.004e+01
30.125524000;1.052e+00;-7.035e-01;3.777e-02;-6.687e-01;3.590e-02;1.053e+00;-6.520e-01;5.377e-02;1.052e+00;-4.221e-01;2.266e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.003e+01;5.003e+01
30.127488000;1.050e+00;-7.007e-01;2.713e-02;-6.675e-01;2.584e-02;1.050e+00;-6.509e-01;4.370e-02;1.050e+00;-4.204e-01;1.628e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.002e+01;5.002e+01
30.127706000;1.049e+00;-7.004e-01;2.618e-02;-6.674e-01;2.495e-02;1.050e+00;-6.509e-01;4.281e-02;1.049e+00;-4.202e-01;1.571e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.002e+01;5.002e+01
30.128360000;1.049e+00;-6.997e-01;2.359e-02;-6.671e-01;2.249e-02;1.050e+00;-6.506e-01;4.035e-02;1.049e+00;-4.198e-01;1.415e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.002e+01;5.002e+01
30.128797000;1.049e+00;-6.994e-01;2.206e-02;-6.670e-01;2.104e-02;1.049e+00;-6.505e-01;3.890e-02;1.049e+00;-4.196e-01;1.324e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.129015000;1.048e+00;-6.992e-01;2.135e-02;-6.669e-01;2.037e-02;1.049e+00;-6.505e-01;3.822e-02;1.048e+00;-4.195e-01;1.281e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.129451000;1.048e+00;-6.989e-01;2.003e-02;-6.668e-01;1.911e-02;1.049e+00;-6.504e-01;3.697e-02;1.048e+00;-4.193e-01;1.202e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.129670000;1.048e+00;-6.987e-01;1.942e-02;-6.668e-01;1.854e-02;1.049e+00;-6.503e-01;3.639e-02;1.048e+00;-4.192e-01;1.165e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.131633000;1.047e+00;-6.979e-01;1.527e-02;-6.666e-01;1.459e-02;1.047e+00;-6.502e-01;3.245e-02;1.047e+00;-4.187e-01;9.163e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.132069000;1.047e+00;-6.978e-01;1.463e-02;-6.666e-01;1.398e-02;1.047e+00;-6.502e-01;3.184e-02;1.047e+00;-4.187e-01;8.780e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.132506000;1.047e+00;-6.977e-01;1.408e-02;-6.666e-01;1.346e-02;1.047e+00;-6.502e-01;3.132e-02;1.047e+00;-4.186e-01;8.450e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.132942000;1.047e+00;-6.977e-01;1.361e-02;-6.666e-01;1.301e-02;1.047e+00;-6.503e-01;3.087e-02;1.047e+00;-4.186e-01;8.169e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.133378000;1.046e+00;-6.977e-01;1.322e-02;-6.667e-01;1.264e-02;1.047e+00;-6.504e-01;3.051e-02;1.046e+00;-4.186e-01;7.935e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.136024000;1.046e+00;-6.981e-01;1.221e-02;-6.673e-01;1.167e-02;1.047e+00;-6.510e-01;2.956e-02;1.046e+00;-4.189e-01;7.328e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.136536000;1.046e+00;-6.983e-01;1.223e-02;-6.675e-01;1.169e-02;1.047e+00;-6.511e-01;2.959e-02;1.046e+00;-4.190e-01;7.340e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.137816000;1.046e+00;-6.988e-01;1.251e-02;-6.679e-01;1.196e-02;1.047e+00;-6.516e-01;2.987e-02;1.046e+00;-4.193e-01;7.508e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.138072000;1.046e+00;-6.989e-01;1.260e-02;-6.680e-01;1.205e-02;1.047e+00;-6.517e-01;2.996e-02;1.046e+00;-4.194e-01;7.562e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.138328000;1.046e+00;-6.991e-01;1.270e-02;-6.681e-01;1.214e-02;1.047e+00;-6.518e-01;3.005e-02;1.046e+00;-4.194e-01;7.622e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.138840000;1.046e+00;-6.993e-01;1.293e-02;-6.683e-01;1.236e-02;1.047e+00;-6.520e-01;3.028e-02;1.046e+00;-4.196e-01;7.758e-03;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.154907000;1.049e+00;-7.098e-01;2.438e-02;-6.768e-01;2.325e-02;1.049e+00;-6.603e-01;4.141e-02;1.049e+00;-4.259e-01;1.463e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.155736000;1.049e+00;-7.103e-01;2.484e-02;-6.773e-01;2.368e-02;1.049e+00;-6.608e-01;4.185e-02;1.049e+00;-4.262e-01;1.490e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.160534000;1.049e+00;-7.132e-01;2.702e-02;-6.797e-01;2.575e-02;1.050e+00;-6.632e-01;4.399e-02;1.049e+00;-4.279e-01;1.621e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.162688000;1.049e+00;-7.144e-01;2.776e-02;-6.808e-01;2.646e-02;1.050e+00;-6.642e-01;4.473e-02;1.049e+00;-4.286e-01;1.666e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.162816000;1.049e+00;-7.144e-01;2.780e-02;-6.808e-01;2.650e-02;1.050e+00;-6.643e-01;4.477e-02;1.049e+00;-4.287e-01;1.668e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.163200000;1.049e+00;-7.146e-01;2.792e-02;-6.810e-01;2.661e-02;1.050e+00;-6.645e-01;4.489e-02;1.049e+00;-4.288e-01;1.675e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.163712000;1.049e+00;-7.149e-01;2.808e-02;-6.813e-01;2.676e-02;1.050e+00;-6.647e-01;4.504e-02;1.049e+00;-4.289e-01;1.685e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.165712000;1.049e+00;-7.159e-01;2.862e-02;-6.822e-01;2.727e-02;1.050e+00;-6.656e-01;4.558e-02;1.049e+00;-4.296e-01;1.717e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.166712000;1.050e+00;-7.164e-01;2.885e-02;-6.826e-01;2.749e-02;1.050e+00;-6.660e-01;4.582e-02;1.050e+00;-4.299e-01;1.731e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.173712000;1.050e+00;-7.196e-01;3.007e-02;-6.856e-01;2.865e-02;1.051e+00;-6.690e-01;4.706e-02;1.050e+00;-4.318e-01;1.804e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.176712000;1.050e+00;-7.209e-01;3.042e-02;-6.868e-01;2.898e-02;1.051e+00;-6.702e-01;4.743e-02;1.050e+00;-4.325e-01;1.825e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.182712000;1.050e+00;-7.233e-01;3.095e-02;-6.890e-01;2.948e-02;1.051e+00;-6.724e-01;4.800e-02;1.050e+00;-4.340e-01;1.857e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.185712000;1.050e+00;-7.244e-01;3.116e-02;-6.900e-01;2.968e-02;1.051e+00;-6.734e-01;4.824e-02;1.050e+00;-4.346e-01;1.869e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.998e+01;4.998e+01
30.186712000;1.050e+00;-7.247e-01;3.122e-02;-6.904e-01;2.974e-02;1.051e+00;-6.737e-01;4.831e-02;1.050e+00;-4.348e-01;1.873e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.200712000;1.050e+00;-7.293e-01;3.201e-02;-6.947e-01;3.049e-02;1.051e+00;-6.781e-01;4.920e-02;1.050e+00;-4.376e-01;1.921e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.209712000;1.050e+00;-7.319e-01;3.246e-02;-6.972e-01;3.092e-02;1.051e+00;-6.805e-01;4.970e-02;1.050e+00;-4.391e-01;1.948e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.224767000;1.050e+00;-7.356e-01;3.316e-02;-7.007e-01;3.159e-02;1.051e+00;-6.840e-01;5.048e-02;1.050e+00;-4.414e-01;1.989e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.225767000;1.050e+00;-7.358e-01;3.320e-02;-7.009e-01;3.163e-02;1.051e+00;-6.843e-01;5.052e-02;1.050e+00;-4.415e-01;1.992e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.227767000;1.050e+00;-7.363e-01;3.329e-02;-7.013e-01;3.171e-02;1.051e+00;-6.847e-01;5.062e-02;1.050e+00;-4.418e-01;1.997e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.228767000;1.050e+00;-7.365e-01;3.333e-02;-7.016e-01;3.175e-02;1.051e+00;-6.849e-01;5.066e-02;1.050e+00;-4.419e-01;2.000e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.232767000;1.050e+00;-7.373e-01;3.349e-02;-7.023e-01;3.190e-02;1.051e+00;-6.857e-01;5.085e-02;1.050e+00;-4.424e-01;2.010e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.254767000;1.050e+00;-7.411e-01;3.430e-02;-7.060e-01;3.267e-02;1.051e+00;-6.893e-01;5.173e-02;1.050e+00;-4.447e-01;2.058e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;4.999e+01;4.999e+01
30.278767000;1.050e+00;-7.439e-01;3.501e-02;-7.086e-01;3.335e-02;1.051e+00;-6.918e-01;5.249e-02;1.050e+00;-4.464e-01;2.101e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.282767000;1.050e+00;-7.443e-01;3.512e-02;-7.089e-01;3.345e-02;1.051e+00;-6.922e-01;5.260e-02;1.050e+00;-4.466e-01;2.107e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.306767000;1.050e+00;-7.456e-01;3.568e-02;-7.101e-01;3.398e-02;1.051e+00;-6.934e-01;5.316e-02;1.050e+00;-4.473e-01;2.141e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.307767000;1.050e+00;-7.456e-01;3.570e-02;-7.101e-01;3.400e-02;1.051e+00;-6.934e-01;5.319e-02;1.050e+00;-4.474e-01;2.142e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.309767000;1.050e+00;-7.457e-01;3.574e-02;-7.102e-01;3.403e-02;1.051e+00;-6.934e-01;5.323e-02;1.050e+00;-4.474e-01;2.144e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.339767000;1.050e+00;-7.457e-01;3.627e-02;-7.101e-01;3.454e-02;1.051e+00;-6.934e-01;5.373e-02;1.050e+00;-4.474e-01;2.176e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.340767000;1.050e+00;-7.457e-01;3.629e-02;-7.101e-01;3.456e-02;1.051e+00;-6.933e-01;5.374e-02;1.050e+00;-4.474e-01;2.177e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.342767000;1.050e+00;-7.456e-01;3.632e-02;-7.100e-01;3.458e-02;1.051e+00;-6.933e-01;5.377e-02;1.050e+00;-4.474e-01;2.179e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.380767000;1.050e+00;-7.436e-01;3.681e-02;-7.080e-01;3.505e-02;1.051e+00;-6.913e-01;5.416e-02;1.050e+00;-4.462e-01;2.209e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.383767000;1.050e+00;-7.434e-01;3.684e-02;-7.078e-01;3.508e-02;1.051e+00;-6.910e-01;5.419e-02;1.050e+00;-4.460e-01;2.210e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.398767000;1.050e+00;-7.421e-01;3.699e-02;-7.065e-01;3.522e-02;1.051e+00;-6.898e-01;5.428e-02;1.050e+00;-4.453e-01;2.219e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.400767000;1.050e+00;-7.420e-01;3.701e-02;-7.063e-01;3.523e-02;1.051e+00;-6.896e-01;5.429e-02;1.050e+00;-4.452e-01;2.221e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.404767000;1.050e+00;-7.416e-01;3.705e-02;-7.059e-01;3.527e-02;1.051e+00;-6.892e-01;5.432e-02;1.050e+00;-4.449e-01;2.223e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.431767000;1.051e+00;-7.387e-01;3.726e-02;-7.031e-01;3.546e-02;1.052e+00;-6.864e-01;5.442e-02;1.051e+00;-4.432e-01;2.235e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.432767000;1.051e+00;-7.386e-01;3.726e-02;-7.030e-01;3.547e-02;1.052e+00;-6.862e-01;5.442e-02;1.051e+00;-4.432e-01;2.236e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.434767000;1.051e+00;-7.384e-01;3.728e-02;-7.028e-01;3.548e-02;1.052e+00;-6.860e-01;5.443e-02;1.051e+00;-4.430e-01;2.237e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.488767000;1.051e+00;-7.313e-01;3.757e-02;-6.958e-01;3.574e-02;1.052e+00;-6.791e-01;5.447e-02;1.051e+00;-4.388e-01;2.254e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.694767000;1.052e+00;-7.019e-01;3.790e-02;-6.671e-01;3.602e-02;1.053e+00;-6.504e-01;5.384e-02;1.052e+00;-4.211e-01;2.274e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.696767000;1.052e+00;-7.017e-01;3.790e-02;-6.668e-01;3.602e-02;1.053e+00;-6.501e-01;5.383e-02;1.052e+00;-4.210e-01;2.274e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.700767000;1.052e+00;-7.012e-01;3.790e-02;-6.663e-01;3.602e-02;1.053e+00;-6.497e-01;5.382e-02;1.052e+00;-4.207e-01;2.274e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.704767000;1.052e+00;-7.006e-01;3.790e-02;-6.659e-01;3.602e-02;1.053e+00;-6.492e-01;5.380e-02;1.052e+00;-4.204e-01;2.274e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.001e+01;5.001e+01
30.724767000;1.052e+00;-6.982e-01;3.790e-02;-6.635e-01;3.602e-02;1.053e+00;-6.468e-01;5.373e-02;1.052e+00;-4.189e-01;2.274e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.749767000;1.052e+00;-6.953e-01;3.790e-02;-6.606e-01;3.601e-02;1.053e+00;-6.440e-01;5.363e-02;1.052e+00;-4.172e-01;2.274e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.753767000;1.052e+00;-6.948e-01;3.789e-02;-6.602e-01;3.600e-02;1.053e+00;-6.435e-01;5.362e-02;1.052e+00;-4.169e-01;2.274e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.759767000;1.052e+00;-6.942e-01;3.789e-02;-6.596e-01;3.600e-02;1.054e+00;-6.429e-01;5.359e-02;1.052e+00;-4.165e-01;2.273e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.762767000;1.052e+00;-6.939e-01;3.789e-02;-6.592e-01;3.600e-02;1.054e+00;-6.426e-01;5.358e-02;1.052e+00;-4.163e-01;2.273e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.764767000;1.053e+00;-6.936e-01;3.789e-02;-6.590e-01;3.600e-02;1.054e+00;-6.423e-01;5.358e-02;1.053e+00;-4.162e-01;2.273e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.863767000;1.053e+00;-6.842e-01;3.781e-02;-6.499e-01;3.592e-02;1.054e+00;-6.332e-01;5.322e-02;1.053e+00;-4.105e-01;2.269e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.865767000;1.053e+00;-6.841e-01;3.781e-02;-6.498e-01;3.591e-02;1.054e+00;-6.331e-01;5.321e-02;1.053e+00;-4.104e-01;2.269e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.868767000;1.053e+00;-6.838e-01;3.781e-02;-6.495e-01;3.591e-02;1.054e+00;-6.328e-01;5.320e-02;1.053e+00;-4.103e-01;2.269e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.869767000;1.053e+00;-6.838e-01;3.781e-02;-6.494e-01;3.591e-02;1.054e+00;-6.328e-01;5.320e-02;1.053e+00;-4.103e-01;2.268e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.962767000;1.053e+00;-6.774e-01;3.768e-02;-6.433e-01;3.578e-02;1.054e+00;-6.266e-01;5.289e-02;1.053e+00;-4.065e-01;2.261e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
30.965767000;1.053e+00;-6.773e-01;3.767e-02;-6.431e-01;3.578e-02;1.054e+00;-6.265e-01;5.288e-02;1.053e+00;-4.064e-01;2.260e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.053767000;1.053e+00;-6.731e-01;3.750e-02;-6.391e-01;3.561e-02;1.054e+00;-6.225e-01;5.259e-02;1.053e+00;-4.038e-01;2.250e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.063767000;1.053e+00;-6.727e-01;3.748e-02;-6.387e-01;3.558e-02;1.054e+00;-6.221e-01;5.256e-02;1.053e+00;-4.036e-01;2.249e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.067767000;1.053e+00;-6.725e-01;3.747e-02;-6.386e-01;3.558e-02;1.054e+00;-6.219e-01;5.255e-02;1.053e+00;-4.035e-01;2.248e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.194767000;1.053e+00;-6.690e-01;3.711e-02;-6.352e-01;3.524e-02;1.054e+00;-6.186e-01;5.211e-02;1.053e+00;-4.014e-01;2.227e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.197767000;1.053e+00;-6.690e-01;3.710e-02;-6.352e-01;3.523e-02;1.054e+00;-6.185e-01;5.210e-02;1.053e+00;-4.014e-01;2.226e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
31.306767000;1.053e+00;-6.674e-01;3.670e-02;-6.337e-01;3.484e-02;1.054e+00;-6.171e-01;5.168e-02;1.053e+00;-4.004e-01;2.202e-02;1.000e+01;-6.499e-01;1.780e-02;1.050e+00;5.000e+01;5.000e+01
