Time (s);P PGU (pu);P lower (pu);P upper (pu);P upper_overdamped (pu);P lower_overdamped (pu);P upper_underdamped (pu);P lower_underdamped (pu)
6.365e-01;-1.168e-01;-2.266e-01;-1.865e-02;-2.229e-02;-2.266e-01;-1.865e-02;-2.110e-01
6.385e-01;-1.168e-01;-2.267e-01;-1.862e-02;-2.236e-02;-2.267e-01;-1.862e-02;-2.107e-01
6.405e-01;-1.169e-01;-2.268e-01;-1.859e-02;-2.243e-02;-2.268e-01;-1.859e-02;-2.103e-01
6.425e-01;-1.170e-01;-2.268e-01;-1.856e-02;-2.249e-02;-2.268e-01;-1.856e-02;-2.100e-01
6.445e-01;-1.171e-01;-2.269e-01;-1.853e-02;-2.256e-02;-2.269e-01;-1.853e-02;-2.097e-01
6.465e-01;-1.171e-01;-2.270e-01;-1.850e-02;-2.262e-02;-2.270e-01;-1.850e-02;-2.094e-01
6.485e-01;-1.172e-01;-2.270e-01;-1.847e-02;-2.269e-02;-2.270e-01;-1.847e-02;-2.091e-01
6.506e-01;-1.173e-01;-2.271e-01;-1.844e-02;-2.275e-02;-2.271e-01;-1.844e-02;-2.088e-01
6.526e-01;-1.174e-01;-2.271e-01;-1.842e-02;-2.281e-02;-2.271e-01;-1.842e-02;-2.085e-01
6.546e-01;-1.174e-01;-2.272e-01;-1.839e-02;-2.288e-02;-2.272e-01;-1.839e-02;-2.082e-01
6.566e-01;-1.175e-01;-2.272e-01;-1.837e-02;-2.294e-02;-2.272e-01;-1.837e-02;-2.079e-01
6.586e-01;-1.176e-01;-2.273e-01;-1.834e-02;-2.300e-02;-2.273e-01;-1.834e-02;-2.076e-01
6.606e-01;-1.177e-01;-2.273e-01;-1.832e-02;-2.306e-02;-2.273e-01;-1.832e-02;-2.073e-01
6.626e-01;-1.177e-01;-2.274e-01;-1.829e-02;-2.313e-02;-2.274e-01;-1.829e-02;-2.070e-01
6.646e-01;-1.178e-01;-2.274e-01;-1.827e-02;-2.319e-02;-2.274e-01;-1.827e-02;-2.068e-01
6.666e-01;-1.179e-01;-2.275e-01;-1.825e-02;-2.325e-02;-2.275e-01;-1.825e-02;-2.065e-01
6.686e-01;-1.179e-01;-2.275e-01;-1.823e-02;-2.331e-02;-2.275e-01;-1.823e-02;-2.063e-01
6.706e-01;-1.180e-01;-2.276e-01;-1.821e-02;-2.336e-02;-2.276e-01;-1.821e-02;-2.060e-01
6.726e-01;-1.181e-01;-2.276e-01;-1.819e-02;-2.342e-02;-2.276e-01;-1.819e-02;-2.058e-01
6.746e-01;-1.181e-01;-2.277e-01;-1.817e-02;-2.348e-02;-2.277e-01;-1.817e-02;-2.055e-01
6.766e-01;-1.182e-01;-2.277e-01;-1.815e-02;-2.354e-02;-2.277e-01;-1.815e-02;-2.053e-01
6.786e-01;-1.183e-01;-2.278e-01;-1.813e-02;-2.360e-02;-2.278e-01;-1.813e-02;-2.051e-01
6.806e-01;-1.183e-01;-2.278e-01;-1.812e-02;-2.365e-02;-2.278e-01;-1.812e-02;-2.049e-01
6.826e-01;-1.184e-01;-2.279e-01;-1.810e-02;-2.371e-02;-2.279e-01;-1.810e-02;-2.047e-01
6.846e-01;-1.185e-01;-2.279e-01;-1.808e-02;-2.377e-02;-2.279e-01;-1.808e-02;-2.045e-01
6.866e-01;-1.185e-01;-2.280e-01;-1.807e-02;-2.382e-02;-2.280e-01;-1.807e-02;-2.042e-01
6.886e-01;-1.186e-01;-2.280e-01;-1.805e-02;-2.388e-02;-2.280e-01;-1.805e-02;-2.041e-01
6.906e-01;-1.187e-01;-2.280e-01;-1.804e-02;-2.393e-02;-2.280e-01;-1.804e-02;-2.039e-01
6.926e-01;-1.187e-01;-2.281e-01;-1.802e-02;-2.399e-02;-2.281e-01;-1.802e-02;-2.037e-01
6.946e-01;-1.188e-01;-2.281e-01;-1.801e-02;-2.404e-02;-2.281e-01;-1.801e-02;-2.035e-01
6.966e-01;-1.188e-01;-2.282e-01;-1.800e-02;-2.409e-02;-2.282e-01;-1.800e-02;-2.033e-01
6.986e-01;-1.189e-01;-2.282e-01;-1.799e-02;-2.415e-02;-2.282e-01;-1.799e-02;-2.032e-01
7.006e-01;-1.190e-01;-2.282e-01;-1.797e-02;-2.420e-02;-2.282e-01;-1.797e-02;-2.030e-01
7.026e-01;-1.190e-01;-2.283e-01;-1.796e-02;-2.425e-02;-2.283e-01;-1.796e-02;-2.029e-01
7.046e-01;-1.191e-01;-2.283e-01;-1.795e-02;-2.430e-02;-2.283e-01;-1.795e-02;-2.027e-01
7.066e-01;-1.191e-01;-2.284e-01;-1.794e-02;-2.436e-02;-2.284e-01;-1.794e-02;-2.026e-01
7.086e-01;-1.192e-01;-2.284e-01;-1.793e-02;-2.441e-02;-2.284e-01;-1.793e-02;-2.024e-01
7.106e-01;-1.193e-01;-2.284e-01;-1.792e-02;-2.446e-02;-2.284e-01;-1.792e-02;-2.023e-01
7.126e-01;-1.193e-01;-2.285e-01;-1.792e-02;-2.451e-02;-2.285e-01;-1.792e-02;-2.022e-01
7.146e-01;-1.194e-01;-2.285e-01;-1.791e-02;-2.456e-02;-2.285e-01;-1.791e-02;-2.020e-01
7.166e-01;-1.194e-01;-2.285e-01;-1.790e-02;-2.461e-02;-2.285e-01;-1.790e-02;-2.019e-01
7.186e-01;-1.195e-01;-2.286e-01;-1.789e-02;-2.466e-02;-2.286e-01;-1.789e-02;-2.018e-01
7.206e-01;-1.195e-01;-2.286e-01;-1.789e-02;-2.471e-02;-2.286e-01;-1.789e-02;-2.017e-01
7.226e-01;-1.196e-01;-2.286e-01;-1.788e-02;-2.475e-02;-2.286e-01;-1.788e-02;-2.016e-01
7.246e-01;-1.196e-01;-2.287e-01;-1.787e-02;-2.480e-02;-2.287e-01;-1.787e-02;-2.015e-01
7.266e-01;-1.197e-01;-2.287e-01;-1.787e-02;-2.485e-02;-2.287e-01;-1.787e-02;-2.014e-01
7.286e-01;-1.197e-01;-2.287e-01;-1.786e-02;-2.490e-02;-2.287e-01;-1.786e-02;-2.013e-01
7.306e-01;-1.198e-01;-2.288e-01;-1.786e-02;-2.494e-02;-2.288e-01;-1.786e-02;-2.013e-01
7.326e-01;-1.198e-01;-2.288e-01;-1.786e-02;-2.499e-02;-2.288e-01;-1.786e-02;-2.012e-01
7.346e-01;-1.199e-01;-2.288e-01;-1.785e-02;-2.504e-02;-2.288e-01;-1.785e-02;-2.011e-01
7.366e-01;-1.199e-01;-2.288e-01;-1.785e-02;-2.508e-02;-2.288e-01;-1.785e-02;-2.011e-01
7.386e-01;-1.200e-01;-2.289e-01;-1.785e-02;-2.513e-02;-2.289e-01;-1.785e-02;-2.010e-01
7.406e-01;-1.200e-01;-2.289e-01;-1.784e-02;-2.517e-02;-2.289e-01;-1.784e-02;-2.009e-01
7.426e-01;-1.201e-01;-2.289e-01;-1.784e-02;-2.522e-02;-2.289e-01;-1.784e-02;-2.009e-01
7.446e-01;-1.201e-01;-2.290e-01;-1.784e-02;-2.526e-02;-2.290e-01;-1.784e-02;-2.008e-01
7.466e-01;-1.202e-01;-2.290e-01;-1.784e-02;-2.531e-02;-2.290e-01;-1.784e-02;-2.008e-01
7.486e-01;-1.202e-01;-2.290e-01;-1.784e-02;-2.535e-02;-2.290e-01;-1.784e-02;-2.008e-01
7.506e-01;-1.203e-01;-2.290e-01;-1.784e-02;-2.539e-02;-2.290e-01;-1.784e-02;-2.007e-01
7.526e-01;-1.203e-01;-2.291e-01;-1.783e-02;-2.544e-02;-2.291e-01;-1.783e-02;-2.007e-01
7.546e-01;-1.204e-01;-2.291e-01;-1.783e-02;-2.548e-02;-2.291e-01;-1.783e-02;-2.007e-01
7.566e-01;-1.204e-01;-2.291e-01;-1.783e-02;-2.552e-02;-2.291e-01;-1.783e-02;-2.007e-01
7.586e-01;-1.205e-01;-2.291e-01;-1.784e-02;-2.557e-02;-2.291e-01;-1.784e-02;-2.007e-01
7.606e-01;-1.205e-01;-2.292e-01;-1.784e-02;-2.561e-02;-2.292e-01;-1.784e-02;-2.007e-01
7.626e-01;-1.205e-01;-2.292e-01;-1.784e-02;-2.565e-02;-2.292e-01;-1.784e-02;-2.007e-01
7.646e-01;-1.206e-01;-2.292e-01;-1.784e-02;-2.569e-02;-2.292e-01;-1.784e-02;-2.007e-01
7.666e-01;-1.206e-01;-2.292e-01;-1.784e-02;-2.573e-02;-2.292e-01;-1.784e-02;-2.007e-01
7.686e-01;-1.207e-01;-2.293e-01;-1.784e-02;-2.577e-02;-2.293e-01;-1.784e-02;-2.007e-01
7.706e-01;-1.207e-01;-2.293e-01;-1.784e-02;-2.581e-02;-2.293e-01;-1.784e-02;-2.007e-01
7.726e-01;-1.208e-01;-2.293e-01;-1.785e-02;-2.585e-02;-2.293e-01;-1.785e-02;-2.007e-01
7.746e-01;-1.208e-01;-2.293e-01;-1.785e-02;-2.589e-02;-2.293e-01;-1.785e-02;-2.007e-01
7.766e-01;-1.208e-01;-2.293e-01;-1.785e-02;-2.593e-02;-2.293e-01;-1.785e-02;-2.008e-01
7.786e-01;-1.209e-01;-2.294e-01;-1.785e-02;-2.597e-02;-2.294e-01;-1.785e-02;-2.008e-01
7.806e-01;-1.209e-01;-2.294e-01;-1.786e-02;-2.601e-02;-2.294e-01;-1.786e-02;-2.008e-01
7.826e-01;-1.210e-01;-2.294e-01;-1.786e-02;-2.605e-02;-2.294e-01;-1.786e-02;-2.008e-01
7.846e-01;-1.210e-01;-2.294e-01;-1.786e-02;-2.608e-02;-2.294e-01;-1.786e-02;-2.009e-01
7.866e-01;-1.210e-01;-2.294e-01;-1.787e-02;-2.612e-02;-2.294e-01;-1.787e-02;-2.009e-01
7.886e-01;-1.211e-01;-2.295e-01;-1.787e-02;-2.616e-02;-2.295e-01;-1.787e-02;-2.010e-01
7.906e-01;-1.211e-01;-2.295e-01;-1.788e-02;-2.620e-02;-2.295e-01;-1.788e-02;-2.010e-01
7.926e-01;-1.211e-01;-2.295e-01;-1.788e-02;-2.623e-02;-2.295e-01;-1.788e-02;-2.011e-01
7.946e-01;-1.212e-01;-2.295e-01;-1.789e-02;-2.627e-02;-2.295e-01;-1.789e-02;-2.011e-01
7.966e-01;-1.212e-01;-2.295e-01;-1.789e-02;-2.631e-02;-2.295e-01;-1.789e-02;-2.012e-01
7.986e-01;-1.213e-01;-2.295e-01;-1.790e-02;-2.634e-02;-2.295e-01;-1.790e-02;-2.013e-01
8.006e-01;-1.213e-01;-2.296e-01;-1.790e-02;-2.638e-02;-2.296e-01;-1.790e-02;-2.013e-01
8.026e-01;-1.213e-01;-2.296e-01;-1.791e-02;-2.641e-02;-2.296e-01;-1.791e-02;-2.014e-01
8.046e-01;-1.214e-01;-2.296e-01;-1.791e-02;-2.645e-02;-2.296e-01;-1.791e-02;-2.015e-01
8.066e-01;-1.214e-01;-2.296e-01;-1.792e-02;-2.648e-02;-2.296e-01;-1.792e-02;-2.016e-01
8.086e-01;-1.214e-01;-2.296e-01;-1.792e-02;-2.652e-02;-2.296e-01;-1.792e-02;-2.016e-01
8.106e-01;-1.215e-01;-2.296e-01;-1.793e-02;-2.655e-02;-2.296e-01;-1.793e-02;-2.017e-01
8.126e-01;-1.215e-01;-2.297e-01;-1.793e-02;-2.659e-02;-2.297e-01;-1.793e-02;-2.018e-01
8.146e-01;-1.215e-01;-2.297e-01;-1.794e-02;-2.662e-02;-2.297e-01;-1.794e-02;-2.019e-01
8.166e-01;-1.216e-01;-2.297e-01;-1.795e-02;-2.666e-02;-2.297e-01;-1.795e-02;-2.020e-01
8.186e-01;-1.216e-01;-2.297e-01;-1.795e-02;-2.669e-02;-2.297e-01;-1.795e-02;-2.021e-01
8.206e-01;-1.216e-01;-2.297e-01;-1.796e-02;-2.672e-02;-2.297e-01;-1.796e-02;-2.022e-01
8.226e-01;-1.217e-01;-2.297e-01;-1.797e-02;-2.676e-02;-2.297e-01;-1.797e-02;-2.023e-01
8.246e-01;-1.217e-01;-2.298e-01;-1.797e-02;-2.679e-02;-2.298e-01;-1.797e-02;-2.024e-01
8.266e-01;-1.217e-01;-2.298e-01;-1.798e-02;-2.682e-02;-2.298e-01;-1.798e-02;-2.025e-01
8.286e-01;-1.218e-01;-2.298e-01;-1.798e-02;-2.685e-02;-2.298e-01;-1.798e-02;-2.026e-01
8.306e-01;-1.218e-01;-2.298e-01;-1.799e-02;-2.688e-02;-2.298e-01;-1.799e-02;-2.027e-01
8.326e-01;-1.218e-01;-2.298e-01;-1.800e-02;-2.692e-02;-2.298e-01;-1.800e-02;-2.028e-01
8.346e-01;-1.219e-01;-2.298e-01;-1.801e-02;-2.695e-02;-2.298e-01;-1.801e-02;-2.029e-01
8.366e-01;-1.219e-01;-2.298e-01;-1.801e-02;-2.698e-02;-2.298e-01;-1.801e-02;-2.030e-01
8.386e-01;-1.219e-01;-2.298e-01;-1.802e-02;-2.701e-02;-2.298e-01;-1.802e-02;-2.031e-01
8.406e-01;-1.220e-01;-2.033e-01;-1.803e-02;-7.195e-02;-1.719e-01;-1.803e-02;-2.033e-01
8.426e-01;-1.220e-01;-2.034e-01;-1.803e-02;-7.195e-02;-1.719e-01;-1.803e-02;-2.034e-01
8.446e-01;-1.220e-01;-2.035e-01;-1.804e-02;-7.195e-02;-1.719e-01;-1.804e-02;-2.035e-01
8.466e-01;-1.220e-01;-2.036e-01;-1.805e-02;-7.195e-02;-1.719e-01;-1.805e-02;-2.036e-01
8.486e-01;-1.221e-01;-2.037e-01;-1.805e-02;-7.195e-02;-1.719e-01;-1.805e-02;-2.037e-01
8.506e-01;-1.221e-01;-2.039e-01;-1.806e-02;-7.195e-02;-1.719e-01;-1.806e-02;-2.039e-01
8.526e-01;-1.221e-01;-2.040e-01;-1.807e-02;-7.195e-02;-1.719e-01;-1.807e-02;-2.040e-01
8.546e-01;-1.222e-01;-2.041e-01;-1.808e-02;-7.195e-02;-1.719e-01;-1.808e-02;-2.041e-01
8.566e-01;-1.222e-01;-2.042e-01;-1.808e-02;-7.195e-02;-1.719e-01;-1.808e-02;-2.042e-01
8.586e-01;-1.222e-01;-2.044e-01;-1.809e-02;-7.195e-02;-1.719e-01;-1.809e-02;-2.044e-01
8.606e-01;-1.222e-01;-2.045e-01;-1.810e-02;-7.195e-02;-1.719e-01;-1.810e-02;-2.045e-01
8.626e-01;-1.223e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.646e-01;-1.223e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.666e-01;-1.223e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.686e-01;-1.223e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.706e-01;-1.224e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.726e-01;-1.224e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.746e-01;-1.224e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.766e-01;-1.224e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.786e-01;-1.225e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.806e-01;-1.225e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.826e-01;-1.225e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.846e-01;-1.225e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.866e-01;-1.226e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.886e-01;-1.226e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.906e-01;-1.226e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.926e-01;-1.226e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.946e-01;-1.227e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.966e-01;-1.227e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
8.986e-01;-1.227e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.006e-01;-1.227e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.026e-01;-1.227e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.046e-01;-1.228e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.066e-01;-1.228e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.086e-01;-1.228e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.106e-01;-1.228e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.126e-01;-1.229e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.146e-01;-1.229e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.166e-01;-1.229e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.186e-01;-1.229e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.206e-01;-1.229e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.226e-01;-1.230e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.246e-01;-1.230e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.266e-01;-1.230e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.286e-01;-1.230e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.306e-01;-1.230e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.326e-01;-1.231e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.346e-01;-1.231e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.366e-01;-1.231e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.386e-01;-1.231e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.406e-01;-1.231e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.426e-01;-1.231e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.446e-01;-1.232e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.466e-01;-1.232e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.486e-01;-1.232e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.507e-01;-1.232e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.527e-01;-1.232e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.547e-01;-1.233e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.567e-01;-1.233e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.587e-01;-1.233e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.607e-01;-1.233e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.627e-01;-1.233e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.647e-01;-1.233e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.667e-01;-1.234e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.687e-01;-1.234e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.707e-01;-1.234e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.727e-01;-1.234e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.747e-01;-1.234e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.767e-01;-1.234e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.787e-01;-1.234e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.807e-01;-1.235e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.827e-01;-1.235e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.847e-01;-1.235e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.867e-01;-1.235e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.887e-01;-1.235e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.907e-01;-1.235e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.927e-01;-1.235e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.947e-01;-1.236e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.967e-01;-1.236e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
9.987e-01;-1.236e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.001e+00;-1.236e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.003e+00;-1.236e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.005e+00;-1.236e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.007e+00;-1.236e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.009e+00;-1.237e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.011e+00;-1.237e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.013e+00;-1.237e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.015e+00;-1.237e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.017e+00;-1.237e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.019e+00;-1.237e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.021e+00;-1.237e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.023e+00;-1.237e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.025e+00;-1.238e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.027e+00;-1.238e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.029e+00;-1.238e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.031e+00;-1.238e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.033e+00;-1.238e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.035e+00;-1.238e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.037e+00;-1.238e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.039e+00;-1.238e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.041e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.043e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.045e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.047e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.049e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.051e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.053e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.055e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.057e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.059e+00;-1.239e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.061e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.063e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.065e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.067e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.069e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.071e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.073e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.075e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
1.077e+00;-1.240e-01;-1.719e-01;-5.752e-02;-7.195e-02;-1.719e-01;-5.752e-02;-1.575e-01
