time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Bess_GEN_UPuInjTerminal;Bess_GEN_IpInjTerminal;Bess_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_VoltageSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
20.065423000;1.250e+00;6.526e-01;-9.553e-01;5.221e-01;-7.643e-01;1.232e+00;5.462e-01;-7.504e-01;1.250e+00;3.916e-01;-5.732e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.066345000;1.250e+00;6.527e-01;-9.540e-01;5.222e-01;-7.632e-01;1.232e+00;5.463e-01;-7.494e-01;1.250e+00;3.916e-01;-5.724e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.066806000;1.250e+00;6.528e-01;-9.533e-01;5.222e-01;-7.627e-01;1.232e+00;5.464e-01;-7.488e-01;1.250e+00;3.917e-01;-5.720e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.068188000;1.250e+00;6.530e-01;-9.511e-01;5.224e-01;-7.609e-01;1.232e+00;5.465e-01;-7.470e-01;1.250e+00;3.918e-01;-5.707e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.069110000;1.250e+00;6.532e-01;-9.495e-01;5.226e-01;-7.596e-01;1.232e+00;5.466e-01;-7.457e-01;1.250e+00;3.919e-01;-5.697e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.081551000;1.250e+00;6.558e-01;-9.269e-01;5.246e-01;-7.415e-01;1.232e+00;5.486e-01;-7.276e-01;1.250e+00;3.935e-01;-5.561e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.082381000;1.250e+00;6.560e-01;-9.255e-01;5.248e-01;-7.404e-01;1.232e+00;5.487e-01;-7.265e-01;1.250e+00;3.936e-01;-5.553e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.084869000;1.250e+00;6.564e-01;-9.216e-01;5.251e-01;-7.373e-01;1.232e+00;5.490e-01;-7.234e-01;1.250e+00;3.939e-01;-5.530e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.086528000;1.250e+00;6.567e-01;-9.192e-01;5.254e-01;-7.354e-01;1.232e+00;5.492e-01;-7.215e-01;1.250e+00;3.940e-01;-5.515e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.087357000;1.250e+00;6.569e-01;-9.181e-01;5.255e-01;-7.345e-01;1.232e+00;5.493e-01;-7.205e-01;1.250e+00;3.941e-01;-5.509e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.088187000;1.250e+00;6.570e-01;-9.170e-01;5.256e-01;-7.336e-01;1.232e+00;5.494e-01;-7.197e-01;1.250e+00;3.942e-01;-5.502e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.089016000;1.250e+00;6.571e-01;-9.159e-01;5.257e-01;-7.327e-01;1.233e+00;5.495e-01;-7.188e-01;1.250e+00;3.943e-01;-5.495e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.091504000;1.250e+00;6.575e-01;-9.129e-01;5.260e-01;-7.303e-01;1.233e+00;5.498e-01;-7.164e-01;1.250e+00;3.945e-01;-5.477e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.094163000;1.250e+00;6.578e-01;-9.100e-01;5.262e-01;-7.280e-01;1.233e+00;5.500e-01;-7.141e-01;1.250e+00;3.947e-01;-5.460e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.096163000;1.250e+00;6.580e-01;-9.081e-01;5.264e-01;-7.265e-01;1.233e+00;5.502e-01;-7.125e-01;1.250e+00;3.948e-01;-5.448e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.100163000;1.250e+00;6.583e-01;-9.047e-01;5.267e-01;-7.238e-01;1.233e+00;5.504e-01;-7.098e-01;1.250e+00;3.950e-01;-5.428e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.102163000;1.250e+00;6.585e-01;-9.033e-01;5.268e-01;-7.227e-01;1.233e+00;5.505e-01;-7.087e-01;1.250e+00;3.951e-01;-5.420e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.103163000;1.250e+00;6.585e-01;-9.027e-01;5.268e-01;-7.221e-01;1.233e+00;5.506e-01;-7.082e-01;1.250e+00;3.951e-01;-5.416e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.104163000;1.250e+00;6.586e-01;-9.020e-01;5.269e-01;-7.216e-01;1.233e+00;5.506e-01;-7.077e-01;1.250e+00;3.952e-01;-5.412e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.105163000;1.250e+00;6.586e-01;-9.015e-01;5.269e-01;-7.212e-01;1.233e+00;5.506e-01;-7.072e-01;1.250e+00;3.952e-01;-5.409e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.112163000;1.250e+00;6.589e-01;-8.982e-01;5.271e-01;-7.186e-01;1.233e+00;5.508e-01;-7.046e-01;1.250e+00;3.953e-01;-5.389e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.113163000;1.250e+00;6.589e-01;-8.979e-01;5.271e-01;-7.183e-01;1.233e+00;5.508e-01;-7.043e-01;1.250e+00;3.954e-01;-5.387e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.114163000;1.250e+00;6.589e-01;-8.975e-01;5.272e-01;-7.180e-01;1.233e+00;5.508e-01;-7.041e-01;1.250e+00;3.954e-01;-5.385e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.115163000;1.250e+00;6.590e-01;-8.972e-01;5.272e-01;-7.178e-01;1.233e+00;5.508e-01;-7.038e-01;1.250e+00;3.954e-01;-5.383e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.116163000;1.250e+00;6.590e-01;-8.969e-01;5.272e-01;-7.176e-01;1.233e+00;5.509e-01;-7.036e-01;1.250e+00;3.954e-01;-5.382e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.124502000;1.250e+00;6.590e-01;-8.952e-01;5.272e-01;-7.162e-01;1.233e+00;5.509e-01;-7.022e-01;1.250e+00;3.954e-01;-5.371e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.126502000;1.250e+00;6.590e-01;-8.950e-01;5.272e-01;-7.160e-01;1.233e+00;5.508e-01;-7.020e-01;1.250e+00;3.954e-01;-5.370e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.128502000;1.250e+00;6.589e-01;-8.948e-01;5.272e-01;-7.158e-01;1.233e+00;5.508e-01;-7.019e-01;1.250e+00;3.954e-01;-5.369e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.130502000;1.250e+00;6.589e-01;-8.946e-01;5.271e-01;-7.157e-01;1.233e+00;5.508e-01;-7.017e-01;1.250e+00;3.954e-01;-5.368e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.133502000;1.250e+00;6.589e-01;-8.945e-01;5.271e-01;-7.156e-01;1.233e+00;5.508e-01;-7.016e-01;1.250e+00;3.953e-01;-5.367e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.134502000;1.250e+00;6.589e-01;-8.944e-01;5.271e-01;-7.155e-01;1.233e+00;5.507e-01;-7.016e-01;1.250e+00;3.953e-01;-5.367e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.135502000;1.250e+00;6.588e-01;-8.944e-01;5.271e-01;-7.155e-01;1.233e+00;5.507e-01;-7.016e-01;1.250e+00;3.953e-01;-5.366e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.157502000;1.250e+00;6.583e-01;-8.951e-01;5.266e-01;-7.161e-01;1.233e+00;5.503e-01;-7.021e-01;1.250e+00;3.950e-01;-5.370e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.158502000;1.250e+00;6.583e-01;-8.951e-01;5.266e-01;-7.161e-01;1.233e+00;5.503e-01;-7.022e-01;1.250e+00;3.950e-01;-5.371e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.164502000;1.250e+00;6.581e-01;-8.956e-01;5.265e-01;-7.165e-01;1.233e+00;5.501e-01;-7.025e-01;1.250e+00;3.949e-01;-5.374e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.165502000;1.250e+00;6.581e-01;-8.957e-01;5.265e-01;-7.165e-01;1.233e+00;5.501e-01;-7.026e-01;1.250e+00;3.948e-01;-5.374e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.178502000;1.250e+00;6.577e-01;-8.969e-01;5.262e-01;-7.175e-01;1.233e+00;5.498e-01;-7.036e-01;1.250e+00;3.946e-01;-5.381e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.185502000;1.250e+00;6.576e-01;-8.976e-01;5.260e-01;-7.180e-01;1.233e+00;5.497e-01;-7.041e-01;1.250e+00;3.945e-01;-5.385e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.190502000;1.250e+00;6.574e-01;-8.981e-01;5.260e-01;-7.184e-01;1.233e+00;5.496e-01;-7.045e-01;1.250e+00;3.945e-01;-5.388e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.192502000;1.250e+00;6.574e-01;-8.983e-01;5.259e-01;-7.186e-01;1.233e+00;5.496e-01;-7.047e-01;1.250e+00;3.944e-01;-5.390e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.224502000;1.250e+00;6.568e-01;-9.016e-01;5.255e-01;-7.213e-01;1.233e+00;5.491e-01;-7.074e-01;1.250e+00;3.941e-01;-5.410e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.229502000;1.250e+00;6.567e-01;-9.022e-01;5.254e-01;-7.217e-01;1.233e+00;5.491e-01;-7.078e-01;1.250e+00;3.940e-01;-5.413e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.234502000;1.250e+00;6.567e-01;-9.027e-01;5.253e-01;-7.222e-01;1.233e+00;5.491e-01;-7.083e-01;1.250e+00;3.940e-01;-5.416e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.243502000;1.250e+00;6.566e-01;-9.037e-01;5.253e-01;-7.230e-01;1.233e+00;5.490e-01;-7.090e-01;1.250e+00;3.939e-01;-5.422e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.266502000;1.250e+00;6.564e-01;-9.062e-01;5.251e-01;-7.249e-01;1.233e+00;5.488e-01;-7.110e-01;1.250e+00;3.938e-01;-5.437e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.276502000;1.250e+00;6.563e-01;-9.073e-01;5.251e-01;-7.258e-01;1.233e+00;5.488e-01;-7.119e-01;1.250e+00;3.938e-01;-5.444e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.314502000;1.250e+00;6.563e-01;-9.114e-01;5.250e-01;-7.291e-01;1.233e+00;5.488e-01;-7.152e-01;1.250e+00;3.938e-01;-5.468e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.321502000;1.250e+00;6.563e-01;-9.121e-01;5.251e-01;-7.297e-01;1.233e+00;5.488e-01;-7.158e-01;1.250e+00;3.938e-01;-5.473e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.328502000;1.250e+00;6.563e-01;-9.129e-01;5.251e-01;-7.303e-01;1.233e+00;5.489e-01;-7.164e-01;1.250e+00;3.938e-01;-5.477e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.343502000;1.250e+00;6.564e-01;-9.145e-01;5.251e-01;-7.316e-01;1.233e+00;5.489e-01;-7.177e-01;1.250e+00;3.938e-01;-5.487e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.357502000;1.250e+00;6.565e-01;-9.160e-01;5.252e-01;-7.328e-01;1.233e+00;5.490e-01;-7.189e-01;1.250e+00;3.939e-01;-5.496e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.358502000;1.250e+00;6.565e-01;-9.161e-01;5.252e-01;-7.329e-01;1.232e+00;5.490e-01;-7.190e-01;1.250e+00;3.939e-01;-5.497e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.409502000;1.250e+00;6.569e-01;-9.217e-01;5.256e-01;-7.373e-01;1.232e+00;5.494e-01;-7.234e-01;1.250e+00;3.942e-01;-5.530e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.431502000;1.250e+00;6.572e-01;-9.240e-01;5.257e-01;-7.392e-01;1.232e+00;5.496e-01;-7.253e-01;1.250e+00;3.943e-01;-5.544e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.436502000;1.250e+00;6.572e-01;-9.246e-01;5.258e-01;-7.397e-01;1.232e+00;5.497e-01;-7.257e-01;1.250e+00;3.943e-01;-5.547e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.627502000;1.250e+00;6.597e-01;-9.452e-01;5.277e-01;-7.562e-01;1.232e+00;5.519e-01;-7.422e-01;1.250e+00;3.958e-01;-5.671e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.629502000;1.250e+00;6.597e-01;-9.454e-01;5.278e-01;-7.563e-01;1.232e+00;5.519e-01;-7.424e-01;1.250e+00;3.958e-01;-5.673e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.651502000;1.250e+00;6.600e-01;-9.478e-01;5.280e-01;-7.582e-01;1.232e+00;5.521e-01;-7.443e-01;1.250e+00;3.960e-01;-5.687e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.725502000;1.250e+00;6.608e-01;-9.558e-01;5.286e-01;-7.646e-01;1.232e+00;5.528e-01;-7.506e-01;1.250e+00;3.965e-01;-5.735e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.739502000;1.250e+00;6.609e-01;-9.573e-01;5.287e-01;-7.658e-01;1.232e+00;5.530e-01;-7.518e-01;1.250e+00;3.965e-01;-5.744e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.772502000;1.250e+00;6.612e-01;-9.608e-01;5.290e-01;-7.687e-01;1.232e+00;5.532e-01;-7.547e-01;1.250e+00;3.967e-01;-5.765e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.779502000;1.250e+00;6.613e-01;-9.616e-01;5.290e-01;-7.693e-01;1.232e+00;5.533e-01;-7.553e-01;1.250e+00;3.967e-01;-5.770e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.832502000;1.250e+00;6.617e-01;-9.673e-01;5.293e-01;-7.738e-01;1.232e+00;5.537e-01;-7.598e-01;1.250e+00;3.970e-01;-5.804e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.833502000;1.250e+00;6.617e-01;-9.674e-01;5.293e-01;-7.739e-01;1.231e+00;5.537e-01;-7.599e-01;1.250e+00;3.970e-01;-5.804e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.868502000;1.250e+00;6.619e-01;-9.712e-01;5.295e-01;-7.769e-01;1.231e+00;5.539e-01;-7.629e-01;1.250e+00;3.972e-01;-5.827e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.890502000;1.250e+00;6.621e-01;-9.735e-01;5.296e-01;-7.788e-01;1.231e+00;5.541e-01;-7.648e-01;1.250e+00;3.972e-01;-5.841e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
20.913502000;1.250e+00;6.622e-01;-9.760e-01;5.298e-01;-7.808e-01;1.231e+00;5.542e-01;-7.668e-01;1.250e+00;3.973e-01;-5.856e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.040502000;1.250e+00;6.627e-01;-9.896e-01;5.302e-01;-7.917e-01;1.231e+00;5.548e-01;-7.776e-01;1.250e+00;3.976e-01;-5.938e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.044502000;1.250e+00;6.628e-01;-9.900e-01;5.302e-01;-7.920e-01;1.231e+00;5.548e-01;-7.780e-01;1.250e+00;3.977e-01;-5.940e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.064502000;1.250e+00;6.628e-01;-9.922e-01;5.303e-01;-7.937e-01;1.231e+00;5.548e-01;-7.797e-01;1.250e+00;3.977e-01;-5.953e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.273502000;1.250e+00;6.632e-01;-1.014e+00;5.306e-01;-8.116e-01;1.231e+00;5.553e-01;-7.975e-01;1.250e+00;3.979e-01;-6.087e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.310502000;1.250e+00;6.632e-01;-1.018e+00;5.306e-01;-8.147e-01;1.231e+00;5.554e-01;-8.007e-01;1.250e+00;3.979e-01;-6.110e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.311502000;1.250e+00;6.632e-01;-1.019e+00;5.306e-01;-8.148e-01;1.230e+00;5.554e-01;-8.008e-01;1.250e+00;3.979e-01;-6.111e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.362502000;1.250e+00;6.633e-01;-1.024e+00;5.306e-01;-8.192e-01;1.230e+00;5.555e-01;-8.051e-01;1.250e+00;3.980e-01;-6.144e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.418502000;1.250e+00;6.633e-01;-1.030e+00;5.306e-01;-8.239e-01;1.230e+00;5.556e-01;-8.099e-01;1.250e+00;3.980e-01;-6.179e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.793779000;1.250e+00;6.633e-01;-1.070e+00;5.306e-01;-8.557e-01;1.230e+00;5.559e-01;-8.417e-01;1.250e+00;3.980e-01;-6.418e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
21.794779000;1.250e+00;6.633e-01;-1.070e+00;5.306e-01;-8.558e-01;1.229e+00;5.559e-01;-8.417e-01;1.250e+00;3.980e-01;-6.419e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.278779000;1.250e+00;6.632e-01;-1.121e+00;5.306e-01;-8.966e-01;1.229e+00;5.563e-01;-8.825e-01;1.250e+00;3.979e-01;-6.724e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.279779000;1.250e+00;6.632e-01;-1.121e+00;5.306e-01;-8.966e-01;1.228e+00;5.563e-01;-8.826e-01;1.250e+00;3.979e-01;-6.725e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.487779000;1.250e+00;6.632e-01;-1.143e+00;5.306e-01;-9.141e-01;1.228e+00;5.565e-01;-9.000e-01;1.250e+00;3.979e-01;-6.855e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.489779000;1.250e+00;6.632e-01;-1.143e+00;5.306e-01;-9.142e-01;1.228e+00;5.565e-01;-9.001e-01;1.250e+00;3.979e-01;-6.857e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.489996000;1.250e+00;6.632e-01;-1.143e+00;5.306e-01;-9.142e-01;1.228e+00;5.565e-01;-9.002e-01;1.250e+00;3.979e-01;-6.857e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.490012000;1.250e+00;6.632e-01;-1.143e+00;5.306e-01;-9.143e-01;1.228e+00;5.565e-01;-9.002e-01;1.250e+00;3.979e-01;-6.857e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.490028000;1.250e+00;6.631e-01;-1.143e+00;5.306e-01;-9.143e-01;1.228e+00;5.565e-01;-9.002e-01;1.250e+00;3.979e-01;-6.856e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.490060000;1.250e+00;6.631e-01;-1.143e+00;5.306e-01;-9.143e-01;1.228e+00;5.565e-01;-9.002e-01;1.250e+00;3.978e-01;-6.855e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.490252000;1.249e+00;6.625e-01;-1.142e+00;5.306e-01;-9.143e-01;1.227e+00;5.565e-01;-9.002e-01;1.249e+00;3.975e-01;-6.850e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.490508000;1.247e+00;6.619e-01;-1.141e+00;5.306e-01;-9.143e-01;1.226e+00;5.566e-01;-9.002e-01;1.247e+00;3.971e-01;-6.843e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.490764000;1.246e+00;6.612e-01;-1.139e+00;5.306e-01;-9.143e-01;1.224e+00;5.566e-01;-9.002e-01;1.246e+00;3.967e-01;-6.836e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.491020000;1.245e+00;6.605e-01;-1.138e+00;5.306e-01;-9.143e-01;1.223e+00;5.566e-01;-9.002e-01;1.245e+00;3.963e-01;-6.830e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.491532000;1.242e+00;6.591e-01;-1.136e+00;5.305e-01;-9.144e-01;1.220e+00;5.566e-01;-9.002e-01;1.242e+00;3.955e-01;-6.816e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.493836000;1.231e+00;6.530e-01;-1.125e+00;5.305e-01;-9.140e-01;1.209e+00;5.567e-01;-8.998e-01;1.231e+00;3.918e-01;-6.750e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.494348000;1.228e+00;6.517e-01;-1.122e+00;5.306e-01;-9.138e-01;1.206e+00;5.567e-01;-8.996e-01;1.228e+00;3.910e-01;-6.734e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.495372000;1.223e+00;6.490e-01;-1.117e+00;5.306e-01;-9.132e-01;1.201e+00;5.568e-01;-8.990e-01;1.223e+00;3.894e-01;-6.702e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.496908000;1.215e+00;6.452e-01;-1.108e+00;5.308e-01;-9.118e-01;1.194e+00;5.571e-01;-8.975e-01;1.215e+00;3.871e-01;-6.649e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.497932000;1.210e+00;6.427e-01;-1.102e+00;5.310e-01;-9.104e-01;1.189e+00;5.573e-01;-8.961e-01;1.210e+00;3.856e-01;-6.611e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.498444000;1.208e+00;6.415e-01;-1.099e+00;5.311e-01;-9.096e-01;1.186e+00;5.574e-01;-8.953e-01;1.208e+00;3.849e-01;-6.592e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.500000000;1.200e+00;6.379e-01;-1.088e+00;5.316e-01;-9.066e-01;1.178e+00;5.579e-01;-8.922e-01;1.200e+00;3.828e-01;-6.528e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.500004000;1.200e+00;6.379e-01;-1.088e+00;5.316e-01;-9.066e-01;1.178e+00;5.579e-01;-8.922e-01;1.200e+00;3.827e-01;-6.527e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.500060000;1.200e+00;6.378e-01;-1.088e+00;5.316e-01;-9.065e-01;1.178e+00;5.579e-01;-8.921e-01;1.200e+00;3.827e-01;-6.525e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.500124000;1.199e+00;6.376e-01;-1.087e+00;5.316e-01;-9.063e-01;1.178e+00;5.580e-01;-8.920e-01;1.199e+00;3.826e-01;-6.522e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.501794000;1.191e+00;6.340e-01;-1.074e+00;5.323e-01;-9.021e-01;1.169e+00;5.586e-01;-8.876e-01;1.191e+00;3.804e-01;-6.446e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.502754000;1.186e+00;6.320e-01;-1.067e+00;5.327e-01;-8.992e-01;1.165e+00;5.591e-01;-8.847e-01;1.186e+00;3.792e-01;-6.400e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.503754000;1.181e+00;6.299e-01;-1.058e+00;5.333e-01;-8.958e-01;1.160e+00;5.597e-01;-8.813e-01;1.181e+00;3.780e-01;-6.349e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.504754000;1.176e+00;6.280e-01;-1.049e+00;5.339e-01;-8.920e-01;1.155e+00;5.603e-01;-8.775e-01;1.176e+00;3.768e-01;-6.295e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.505754000;1.171e+00;6.261e-01;-1.040e+00;5.345e-01;-8.879e-01;1.150e+00;5.609e-01;-8.733e-01;1.171e+00;3.756e-01;-6.240e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.507754000;1.161e+00;6.225e-01;-1.020e+00;5.360e-01;-8.786e-01;1.140e+00;5.624e-01;-8.639e-01;1.161e+00;3.735e-01;-6.121e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.509995000;1.150e+00;6.189e-01;-9.967e-01;5.380e-01;-8.664e-01;1.130e+00;5.644e-01;-8.516e-01;1.150e+00;3.714e-01;-5.980e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.509995000;1.150e+00;6.187e-01;-9.964e-01;5.380e-01;-8.664e-01;1.129e+00;5.644e-01;-8.516e-01;1.150e+00;3.712e-01;-5.978e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.510003000;1.150e+00;6.187e-01;-9.963e-01;5.380e-01;-8.664e-01;1.129e+00;5.644e-01;-8.516e-01;1.150e+00;3.712e-01;-5.978e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.511275000;1.150e+00;6.202e-01;-9.875e-01;5.393e-01;-8.587e-01;1.129e+00;5.656e-01;-8.439e-01;1.150e+00;3.721e-01;-5.925e-01;1.000e+01;9.808e-01;5.001e+01;5.001e+01
22.511531000;1.150e+00;6.205e-01;-9.857e-01;5.396e-01;-8.571e-01;1.129e+00;5.659e-01;-8.423e-01;1.150e+00;3.723e-01;-5.914e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.511787000;1.150e+00;6.209e-01;-9.839e-01;5.399e-01;-8.555e-01;1.130e+00;5.662e-01;-8.407e-01;1.150e+00;3.725e-01;-5.903e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.517675000;1.150e+00;6.287e-01;-9.390e-01;5.467e-01;-8.165e-01;1.130e+00;5.726e-01;-8.015e-01;1.150e+00;3.772e-01;-5.634e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.518187000;1.150e+00;6.294e-01;-9.351e-01;5.473e-01;-8.131e-01;1.131e+00;5.731e-01;-7.981e-01;1.150e+00;3.776e-01;-5.610e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.521259000;1.150e+00;6.334e-01;-9.121e-01;5.508e-01;-7.931e-01;1.131e+00;5.765e-01;-7.780e-01;1.150e+00;3.800e-01;-5.472e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.521771000;1.150e+00;6.341e-01;-9.084e-01;5.514e-01;-7.899e-01;1.131e+00;5.770e-01;-7.748e-01;1.150e+00;3.804e-01;-5.450e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.523307000;1.150e+00;6.360e-01;-8.975e-01;5.530e-01;-7.804e-01;1.131e+00;5.786e-01;-7.653e-01;1.150e+00;3.816e-01;-5.385e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.524307000;1.150e+00;6.372e-01;-8.906e-01;5.541e-01;-7.745e-01;1.132e+00;5.796e-01;-7.593e-01;1.150e+00;3.823e-01;-5.344e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
22.525207000;1.150e+00;6.383e-01;-8.846e-01;5.550e-01;-7.692e-01;1.132e+00;5.805e-01;-7.540e-01;1.150e+00;3.830e-01;-5.308e-01;1.000e+01;9.808e-01;5.000e+01;5.000e+01
