;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
2368;2.197e+01;1.051e+00;7.388e-01;-3.252e-03;7.031e-01;-3.095e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2369;2.198e+01;1.051e+00;7.388e-01;-3.155e-03;7.031e-01;-3.003e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2370;2.199e+01;1.051e+00;7.388e-01;-3.058e-03;7.031e-01;-2.910e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2371;2.200e+01;1.051e+00;7.388e-01;-2.961e-03;7.031e-01;-2.818e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2372;2.201e+01;1.051e+00;7.388e-01;-2.865e-03;7.030e-01;-2.727e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2373;2.202e+01;1.051e+00;7.388e-01;-2.770e-03;7.030e-01;-2.636e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2374;2.203e+01;1.051e+00;7.388e-01;-2.675e-03;7.030e-01;-2.545e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2375;2.204e+01;1.051e+00;7.388e-01;-2.580e-03;7.030e-01;-2.455e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2376;2.205e+01;1.051e+00;7.388e-01;-2.486e-03;7.030e-01;-2.365e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2377;2.206e+01;1.051e+00;7.388e-01;-2.392e-03;7.029e-01;-2.276e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2378;2.207e+01;1.051e+00;7.388e-01;-2.297e-03;7.029e-01;-2.186e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2379;2.208e+01;1.051e+00;7.388e-01;-2.205e-03;7.029e-01;-2.098e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2380;2.209e+01;1.051e+00;7.388e-01;-2.113e-03;7.029e-01;-2.010e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2381;2.210e+01;1.051e+00;7.388e-01;-2.020e-03;7.028e-01;-1.922e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2382;2.211e+01;1.051e+00;7.388e-01;-1.928e-03;7.028e-01;-1.835e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2383;2.212e+01;1.051e+00;7.388e-01;-1.838e-03;7.028e-01;-1.748e-03;1.056e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2384;2.213e+01;1.051e+00;7.388e-01;-1.747e-03;7.028e-01;-1.662e-03;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2385;2.214e+01;1.051e+00;7.388e-01;-1.657e-03;7.028e-01;-1.576e-03;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2386;2.215e+01;1.051e+00;7.388e-01;-1.567e-03;7.027e-01;-1.490e-03;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2387;2.216e+01;1.051e+00;7.388e-01;-1.479e-03;7.027e-01;-1.407e-03;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2388;2.217e+01;1.051e+00;7.388e-01;-1.391e-03;7.027e-01;-1.323e-03;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2389;2.218e+01;1.051e+00;7.388e-01;-1.302e-03;7.027e-01;-1.238e-03;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2390;2.219e+01;1.051e+00;7.388e-01;-1.214e-03;7.027e-01;-1.155e-03;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2391;2.220e+01;1.051e+00;7.388e-01;-1.128e-03;7.026e-01;-1.072e-03;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2392;2.221e+01;1.051e+00;7.388e-01;-1.041e-03;7.026e-01;-9.898e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2393;2.222e+01;1.051e+00;7.388e-01;-9.547e-04;7.026e-01;-9.080e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2394;2.223e+01;1.051e+00;7.388e-01;-8.689e-04;7.026e-01;-8.264e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2395;2.224e+01;1.052e+00;7.388e-01;-7.834e-04;7.026e-01;-7.450e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2396;2.225e+01;1.052e+00;7.387e-01;-6.988e-04;7.025e-01;-6.646e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2397;2.226e+01;1.052e+00;7.387e-01;-6.148e-04;7.025e-01;-5.847e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2398;2.227e+01;1.052e+00;7.387e-01;-5.303e-04;7.025e-01;-5.042e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2399;2.228e+01;1.052e+00;7.387e-01;-4.466e-04;7.025e-01;-4.247e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2400;2.229e+01;1.052e+00;7.387e-01;-3.643e-04;7.025e-01;-3.464e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2401;2.230e+01;1.052e+00;7.387e-01;-2.818e-04;7.024e-01;-2.680e-04;1.057e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2402;2.231e+01;1.052e+00;7.387e-01;-2.000e-04;7.024e-01;-1.901e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2403;2.232e+01;1.052e+00;7.387e-01;-1.198e-04;7.024e-01;-1.139e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2404;2.233e+01;1.052e+00;7.387e-01;-3.821e-05;7.024e-01;-3.633e-05;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2405;2.234e+01;1.052e+00;7.387e-01;4.198e-05;7.024e-01;3.991e-05;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2406;2.235e+01;1.052e+00;7.387e-01;1.222e-04;7.024e-01;1.161e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2407;2.236e+01;1.052e+00;7.387e-01;2.019e-04;7.023e-01;1.920e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2408;2.237e+01;1.052e+00;7.387e-01;2.811e-04;7.023e-01;2.673e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2409;2.238e+01;1.052e+00;7.387e-01;3.593e-04;7.023e-01;3.416e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2410;2.239e+01;1.052e+00;7.387e-01;4.374e-04;7.023e-01;4.158e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2411;2.240e+01;1.052e+00;7.387e-01;5.148e-04;7.023e-01;4.894e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2412;2.241e+01;1.052e+00;7.387e-01;5.920e-04;7.023e-01;5.627e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2413;2.242e+01;1.052e+00;7.387e-01;6.690e-04;7.022e-01;6.360e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2414;2.243e+01;1.052e+00;7.387e-01;7.451e-04;7.022e-01;7.083e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2415;2.244e+01;1.052e+00;7.387e-01;8.211e-04;7.022e-01;7.805e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2416;2.245e+01;1.052e+00;7.387e-01;8.962e-04;7.022e-01;8.518e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2417;2.246e+01;1.052e+00;7.387e-01;9.701e-04;7.022e-01;9.221e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2418;2.247e+01;1.052e+00;7.387e-01;1.045e-03;7.021e-01;9.933e-04;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2419;2.248e+01;1.052e+00;7.387e-01;1.119e-03;7.021e-01;1.064e-03;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2420;2.249e+01;1.052e+00;7.387e-01;1.193e-03;7.021e-01;1.134e-03;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2421;2.250e+01;1.052e+00;7.387e-01;1.264e-03;7.021e-01;1.201e-03;1.058e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2422;2.251e+01;1.052e+00;7.387e-01;1.337e-03;7.021e-01;1.270e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2423;2.252e+01;1.052e+00;7.387e-01;1.408e-03;7.021e-01;1.338e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2424;2.253e+01;1.052e+00;7.387e-01;1.480e-03;7.020e-01;1.406e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2425;2.254e+01;1.052e+00;7.387e-01;1.550e-03;7.020e-01;1.473e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2426;2.255e+01;1.052e+00;7.387e-01;1.620e-03;7.020e-01;1.540e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2427;2.256e+01;1.052e+00;7.387e-01;1.691e-03;7.020e-01;1.607e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2428;2.257e+01;1.052e+00;7.387e-01;1.761e-03;7.020e-01;1.673e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2429;2.258e+01;1.052e+00;7.387e-01;1.830e-03;7.020e-01;1.739e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2430;2.259e+01;1.052e+00;7.387e-01;1.899e-03;7.020e-01;1.804e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2431;2.260e+01;1.052e+00;7.387e-01;1.966e-03;7.019e-01;1.869e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2432;2.261e+01;1.052e+00;7.387e-01;2.034e-03;7.019e-01;1.932e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2433;2.262e+01;1.052e+00;7.387e-01;2.101e-03;7.019e-01;1.996e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2434;2.263e+01;1.052e+00;7.387e-01;2.169e-03;7.019e-01;2.060e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2435;2.264e+01;1.052e+00;7.387e-01;2.235e-03;7.019e-01;2.124e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2436;2.265e+01;1.053e+00;7.387e-01;2.299e-03;7.019e-01;2.185e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2437;2.266e+01;1.053e+00;7.387e-01;2.366e-03;7.018e-01;2.248e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2438;2.267e+01;1.053e+00;7.387e-01;2.430e-03;7.018e-01;2.308e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2439;2.268e+01;1.053e+00;7.387e-01;2.495e-03;7.018e-01;2.371e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2440;2.269e+01;1.053e+00;7.387e-01;2.559e-03;7.018e-01;2.431e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2441;2.270e+01;1.053e+00;7.387e-01;2.620e-03;7.018e-01;2.489e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2442;2.271e+01;1.053e+00;7.387e-01;2.683e-03;7.018e-01;2.549e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2443;2.272e+01;1.053e+00;7.387e-01;2.746e-03;7.018e-01;2.609e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2444;2.273e+01;1.053e+00;7.387e-01;2.808e-03;7.017e-01;2.668e-03;1.059e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2445;2.274e+01;1.053e+00;7.387e-01;2.870e-03;7.017e-01;2.726e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2446;2.275e+01;1.053e+00;7.387e-01;2.931e-03;7.017e-01;2.784e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2447;2.276e+01;1.053e+00;7.387e-01;2.991e-03;7.017e-01;2.841e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2448;2.277e+01;1.053e+00;7.387e-01;3.051e-03;7.017e-01;2.898e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2449;2.278e+01;1.053e+00;7.387e-01;3.111e-03;7.017e-01;2.955e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2450;2.279e+01;1.053e+00;7.387e-01;3.171e-03;7.017e-01;3.012e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2451;2.280e+01;1.053e+00;7.387e-01;3.229e-03;7.017e-01;3.067e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2452;2.281e+01;1.053e+00;7.387e-01;3.287e-03;7.016e-01;3.122e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2453;2.282e+01;1.053e+00;7.387e-01;3.345e-03;7.016e-01;3.177e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2454;2.283e+01;1.053e+00;7.387e-01;3.403e-03;7.016e-01;3.232e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2455;2.284e+01;1.053e+00;7.387e-01;3.460e-03;7.016e-01;3.287e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2456;2.285e+01;1.053e+00;7.387e-01;3.517e-03;7.016e-01;3.340e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2457;2.286e+01;1.053e+00;7.387e-01;3.573e-03;7.016e-01;3.394e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2458;2.287e+01;1.053e+00;7.387e-01;3.628e-03;7.016e-01;3.446e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2459;2.288e+01;1.053e+00;7.387e-01;3.684e-03;7.015e-01;3.498e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2460;2.289e+01;1.053e+00;7.387e-01;3.738e-03;7.015e-01;3.550e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2461;2.290e+01;1.053e+00;7.387e-01;3.792e-03;7.015e-01;3.601e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2462;2.290e+01;1.053e+00;7.387e-01;3.797e-03;7.015e-01;3.606e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2463;2.290e+01;1.053e+00;7.387e-01;3.797e-03;7.015e-01;3.606e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2464;2.290e+01;1.053e+00;7.387e-01;3.797e-03;7.015e-01;3.606e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2465;2.290e+01;1.053e+00;7.387e-01;3.797e-03;7.015e-01;3.606e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2466;2.290e+01;1.053e+00;7.387e-01;3.797e-03;7.015e-01;3.606e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2467;2.290e+01;1.053e+00;7.387e-01;3.797e-03;7.015e-01;3.606e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2468;2.290e+01;1.053e+00;7.387e-01;3.797e-03;7.015e-01;3.606e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2469;2.290e+01;1.053e+00;7.387e-01;3.797e-03;7.015e-01;3.606e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2470;2.290e+01;1.053e+00;7.387e-01;3.798e-03;7.015e-01;3.607e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2471;2.290e+01;1.053e+00;7.387e-01;3.798e-03;7.015e-01;3.607e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2472;2.290e+01;1.053e+00;7.387e-01;3.799e-03;7.015e-01;3.608e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2473;2.290e+01;1.053e+00;7.387e-01;3.802e-03;7.015e-01;3.611e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2474;2.290e+01;1.053e+00;7.387e-01;3.808e-03;7.015e-01;3.616e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2475;2.291e+01;1.053e+00;7.387e-01;3.819e-03;7.015e-01;3.626e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2476;2.291e+01;1.053e+00;7.387e-01;3.841e-03;7.015e-01;3.648e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2477;2.292e+01;1.053e+00;7.387e-01;3.885e-03;7.015e-01;3.689e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2478;2.293e+01;1.053e+00;7.387e-01;3.936e-03;7.015e-01;3.738e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2479;2.294e+01;1.053e+00;7.387e-01;3.990e-03;7.015e-01;3.789e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2480;2.295e+01;1.053e+00;7.387e-01;4.042e-03;7.015e-01;3.838e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2481;2.296e+01;1.053e+00;7.387e-01;4.094e-03;7.015e-01;3.888e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2482;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2483;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2484;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2485;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2486;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2487;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2488;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2489;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2490;2.296e+01;1.053e+00;7.387e-01;4.096e-03;7.015e-01;3.890e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2491;2.296e+01;1.053e+00;7.387e-01;4.097e-03;7.015e-01;3.891e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2492;2.296e+01;1.053e+00;7.387e-01;4.099e-03;7.015e-01;3.892e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2493;2.296e+01;1.053e+00;7.387e-01;4.102e-03;7.015e-01;3.895e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2494;2.296e+01;1.053e+00;7.387e-01;4.107e-03;7.015e-01;3.900e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2495;2.296e+01;1.053e+00;7.387e-01;4.117e-03;7.015e-01;3.909e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2496;2.297e+01;1.053e+00;7.387e-01;4.139e-03;7.014e-01;3.930e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2497;2.298e+01;1.053e+00;7.387e-01;4.181e-03;7.014e-01;3.970e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2498;2.299e+01;1.053e+00;7.387e-01;4.234e-03;7.014e-01;4.020e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2499;2.300e+01;1.053e+00;7.387e-01;4.284e-03;7.014e-01;4.068e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2500;2.301e+01;1.053e+00;7.387e-01;4.335e-03;7.014e-01;4.116e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2501;2.302e+01;1.053e+00;7.387e-01;4.385e-03;7.014e-01;4.164e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2502;2.303e+01;1.053e+00;7.387e-01;4.435e-03;7.014e-01;4.211e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2503;2.304e+01;1.053e+00;7.387e-01;4.485e-03;7.014e-01;4.259e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2504;2.305e+01;1.053e+00;7.387e-01;4.534e-03;7.014e-01;4.305e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2505;2.306e+01;1.053e+00;7.387e-01;4.583e-03;7.013e-01;4.351e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2506;2.307e+01;1.053e+00;7.387e-01;4.630e-03;7.013e-01;4.396e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2507;2.308e+01;1.053e+00;7.387e-01;4.679e-03;7.013e-01;4.443e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2508;2.309e+01;1.053e+00;7.387e-01;4.726e-03;7.013e-01;4.487e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2509;2.310e+01;1.053e+00;7.387e-01;4.774e-03;7.013e-01;4.532e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2510;2.311e+01;1.053e+00;7.387e-01;4.821e-03;7.013e-01;4.577e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2511;2.312e+01;1.053e+00;7.387e-01;4.866e-03;7.013e-01;4.620e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2512;2.313e+01;1.053e+00;7.387e-01;4.913e-03;7.013e-01;4.664e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2513;2.314e+01;1.053e+00;7.387e-01;4.957e-03;7.013e-01;4.706e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2514;2.315e+01;1.053e+00;7.387e-01;5.003e-03;7.012e-01;4.749e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2515;2.316e+01;1.053e+00;7.387e-01;5.047e-03;7.012e-01;4.791e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2516;2.317e+01;1.053e+00;7.387e-01;5.092e-03;7.012e-01;4.834e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2517;2.318e+01;1.053e+00;7.387e-01;5.136e-03;7.012e-01;4.875e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2518;2.319e+01;1.053e+00;7.387e-01;5.178e-03;7.012e-01;4.916e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2519;2.320e+01;1.053e+00;7.387e-01;5.222e-03;7.012e-01;4.957e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2520;2.321e+01;1.053e+00;7.387e-01;5.265e-03;7.012e-01;4.997e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2521;2.322e+01;1.053e+00;7.387e-01;5.306e-03;7.012e-01;5.036e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2522;2.323e+01;1.054e+00;7.387e-01;5.347e-03;7.012e-01;5.075e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2523;2.324e+01;1.054e+00;7.387e-01;5.389e-03;7.012e-01;5.115e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2524;2.325e+01;1.054e+00;7.387e-01;5.430e-03;7.012e-01;5.154e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2525;2.326e+01;1.054e+00;7.387e-01;5.469e-03;7.011e-01;5.191e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2526;2.327e+01;1.054e+00;7.387e-01;5.510e-03;7.011e-01;5.230e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2527;2.328e+01;1.054e+00;7.387e-01;5.550e-03;7.011e-01;5.268e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2528;2.329e+01;1.054e+00;7.387e-01;5.589e-03;7.011e-01;5.305e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2529;2.330e+01;1.054e+00;7.387e-01;5.628e-03;7.011e-01;5.342e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2530;2.331e+01;1.054e+00;7.387e-01;5.667e-03;7.011e-01;5.378e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2531;2.332e+01;1.054e+00;7.387e-01;5.705e-03;7.011e-01;5.414e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2532;2.333e+01;1.054e+00;7.387e-01;5.742e-03;7.011e-01;5.450e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2533;2.334e+01;1.054e+00;7.387e-01;5.780e-03;7.011e-01;5.486e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2534;2.335e+01;1.054e+00;7.387e-01;5.817e-03;7.011e-01;5.521e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2535;2.336e+01;1.054e+00;7.387e-01;5.853e-03;7.011e-01;5.555e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2536;2.337e+01;1.054e+00;7.387e-01;5.890e-03;7.010e-01;5.590e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2537;2.338e+01;1.054e+00;7.387e-01;5.925e-03;7.010e-01;5.623e-03;1.061e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
2538;2.339e+01;1.054e+00;7.387e-01;5.961e-03;7.010e-01;5.657e-03;1.062e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
