;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
883;8.225e+00;1.052e+00;7.499e-01;1.200e-03;7.131e-01;1.141e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
884;8.235e+00;1.052e+00;7.499e-01;1.202e-03;7.131e-01;1.143e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
885;8.245e+00;1.052e+00;7.499e-01;1.205e-03;7.131e-01;1.146e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
886;8.255e+00;1.052e+00;7.499e-01;1.207e-03;7.131e-01;1.148e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
887;8.265e+00;1.052e+00;7.499e-01;1.209e-03;7.131e-01;1.150e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
888;8.275e+00;1.052e+00;7.499e-01;1.211e-03;7.131e-01;1.152e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
889;8.285e+00;1.052e+00;7.499e-01;1.214e-03;7.131e-01;1.155e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
890;8.295e+00;1.052e+00;7.499e-01;1.216e-03;7.131e-01;1.156e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
891;8.305e+00;1.052e+00;7.499e-01;1.218e-03;7.131e-01;1.158e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
892;8.315e+00;1.052e+00;7.499e-01;1.220e-03;7.131e-01;1.160e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
893;8.325e+00;1.052e+00;7.499e-01;1.223e-03;7.131e-01;1.163e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
894;8.335e+00;1.052e+00;7.499e-01;1.225e-03;7.131e-01;1.165e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
895;8.345e+00;1.052e+00;7.499e-01;1.227e-03;7.131e-01;1.167e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
896;8.355e+00;1.052e+00;7.499e-01;1.229e-03;7.131e-01;1.169e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
897;8.365e+00;1.052e+00;7.499e-01;1.231e-03;7.131e-01;1.171e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
898;8.375e+00;1.052e+00;7.499e-01;1.235e-03;7.131e-01;1.174e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
899;8.385e+00;1.052e+00;7.499e-01;1.237e-03;7.131e-01;1.176e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
900;8.395e+00;1.052e+00;7.499e-01;1.239e-03;7.131e-01;1.178e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
901;8.405e+00;1.052e+00;7.499e-01;1.240e-03;7.131e-01;1.179e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
902;8.415e+00;1.052e+00;7.499e-01;1.242e-03;7.131e-01;1.181e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
903;8.425e+00;1.052e+00;7.499e-01;1.244e-03;7.131e-01;1.183e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
904;8.435e+00;1.052e+00;7.499e-01;1.248e-03;7.131e-01;1.186e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
905;8.445e+00;1.052e+00;7.499e-01;1.250e-03;7.131e-01;1.188e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
906;8.455e+00;1.052e+00;7.499e-01;1.252e-03;7.131e-01;1.190e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
907;8.465e+00;1.052e+00;7.499e-01;1.254e-03;7.131e-01;1.192e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
908;8.475e+00;1.052e+00;7.499e-01;1.256e-03;7.131e-01;1.194e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
909;8.485e+00;1.052e+00;7.499e-01;1.258e-03;7.131e-01;1.196e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
910;8.495e+00;1.052e+00;7.499e-01;1.260e-03;7.131e-01;1.198e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
911;8.505e+00;1.052e+00;7.499e-01;1.262e-03;7.131e-01;1.200e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
912;8.515e+00;1.052e+00;7.499e-01;1.265e-03;7.131e-01;1.203e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
913;8.525e+00;1.052e+00;7.499e-01;1.267e-03;7.131e-01;1.205e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
914;8.535e+00;1.052e+00;7.499e-01;1.269e-03;7.131e-01;1.207e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
915;8.545e+00;1.052e+00;7.499e-01;1.271e-03;7.131e-01;1.209e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
916;8.555e+00;1.052e+00;7.499e-01;1.273e-03;7.131e-01;1.210e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
917;8.565e+00;1.052e+00;7.499e-01;1.275e-03;7.131e-01;1.212e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
918;8.575e+00;1.052e+00;7.499e-01;1.277e-03;7.131e-01;1.214e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
919;8.585e+00;1.052e+00;7.499e-01;1.279e-03;7.131e-01;1.216e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
920;8.595e+00;1.052e+00;7.499e-01;1.281e-03;7.131e-01;1.218e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
921;8.605e+00;1.052e+00;7.499e-01;1.283e-03;7.130e-01;1.220e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
922;8.615e+00;1.052e+00;7.499e-01;1.286e-03;7.130e-01;1.222e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
923;8.625e+00;1.052e+00;7.499e-01;1.288e-03;7.130e-01;1.224e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
924;8.635e+00;1.052e+00;7.499e-01;1.290e-03;7.130e-01;1.226e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
925;8.645e+00;1.052e+00;7.499e-01;1.292e-03;7.130e-01;1.228e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
926;8.655e+00;1.052e+00;7.499e-01;1.293e-03;7.130e-01;1.230e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
927;8.665e+00;1.052e+00;7.499e-01;1.295e-03;7.130e-01;1.232e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
928;8.675e+00;1.052e+00;7.499e-01;1.297e-03;7.130e-01;1.234e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
929;8.685e+00;1.052e+00;7.499e-01;1.299e-03;7.130e-01;1.235e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
930;8.695e+00;1.052e+00;7.499e-01;1.301e-03;7.130e-01;1.237e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
931;8.705e+00;1.052e+00;7.499e-01;1.304e-03;7.130e-01;1.240e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
932;8.715e+00;1.052e+00;7.499e-01;1.306e-03;7.130e-01;1.242e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
933;8.725e+00;1.052e+00;7.499e-01;1.308e-03;7.130e-01;1.243e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
934;8.735e+00;1.052e+00;7.499e-01;1.310e-03;7.130e-01;1.245e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
935;8.745e+00;1.052e+00;7.499e-01;1.312e-03;7.130e-01;1.247e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
936;8.755e+00;1.052e+00;7.499e-01;1.314e-03;7.130e-01;1.249e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
937;8.765e+00;1.052e+00;7.499e-01;1.316e-03;7.130e-01;1.251e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
938;8.775e+00;1.052e+00;7.499e-01;1.318e-03;7.130e-01;1.253e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
939;8.785e+00;1.052e+00;7.499e-01;1.320e-03;7.130e-01;1.255e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
940;8.795e+00;1.052e+00;7.499e-01;1.322e-03;7.130e-01;1.257e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
941;8.805e+00;1.052e+00;7.499e-01;1.324e-03;7.130e-01;1.259e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
942;8.815e+00;1.052e+00;7.499e-01;1.326e-03;7.130e-01;1.261e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
943;8.825e+00;1.052e+00;7.499e-01;1.328e-03;7.130e-01;1.263e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
944;8.835e+00;1.052e+00;7.499e-01;1.329e-03;7.130e-01;1.263e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
945;8.845e+00;1.052e+00;7.499e-01;1.331e-03;7.130e-01;1.266e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
946;8.855e+00;1.052e+00;7.499e-01;1.333e-03;7.130e-01;1.268e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
947;8.865e+00;1.052e+00;7.499e-01;1.335e-03;7.130e-01;1.270e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
948;8.875e+00;1.052e+00;7.499e-01;1.338e-03;7.130e-01;1.272e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
949;8.885e+00;1.052e+00;7.499e-01;1.340e-03;7.130e-01;1.274e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
950;8.895e+00;1.052e+00;7.499e-01;1.342e-03;7.130e-01;1.276e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
951;8.905e+00;1.052e+00;7.499e-01;1.344e-03;7.130e-01;1.278e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
952;8.915e+00;1.052e+00;7.499e-01;1.344e-03;7.130e-01;1.278e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
953;8.925e+00;1.052e+00;7.499e-01;1.346e-03;7.130e-01;1.280e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
954;8.935e+00;1.052e+00;7.499e-01;1.348e-03;7.130e-01;1.282e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
955;8.945e+00;1.052e+00;7.499e-01;1.350e-03;7.130e-01;1.284e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
956;8.955e+00;1.052e+00;7.499e-01;1.352e-03;7.130e-01;1.286e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
957;8.965e+00;1.052e+00;7.499e-01;1.355e-03;7.130e-01;1.288e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
958;8.975e+00;1.052e+00;7.499e-01;1.356e-03;7.130e-01;1.289e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
959;8.985e+00;1.052e+00;7.499e-01;1.358e-03;7.130e-01;1.291e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
960;8.995e+00;1.052e+00;7.499e-01;1.360e-03;7.130e-01;1.293e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
961;9.005e+00;1.052e+00;7.499e-01;1.362e-03;7.130e-01;1.295e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
962;9.015e+00;1.052e+00;7.499e-01;1.364e-03;7.130e-01;1.297e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
963;9.025e+00;1.052e+00;7.499e-01;1.365e-03;7.130e-01;1.298e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
964;9.035e+00;1.052e+00;7.499e-01;1.367e-03;7.130e-01;1.300e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
965;9.045e+00;1.052e+00;7.499e-01;1.369e-03;7.130e-01;1.302e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
966;9.055e+00;1.052e+00;7.499e-01;1.370e-03;7.130e-01;1.303e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
967;9.065e+00;1.052e+00;7.499e-01;1.373e-03;7.130e-01;1.305e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
968;9.075e+00;1.052e+00;7.499e-01;1.374e-03;7.130e-01;1.306e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
969;9.085e+00;1.052e+00;7.499e-01;1.376e-03;7.130e-01;1.308e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
970;9.095e+00;1.052e+00;7.499e-01;1.378e-03;7.130e-01;1.310e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
971;9.105e+00;1.052e+00;7.499e-01;1.379e-03;7.130e-01;1.311e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
972;9.115e+00;1.052e+00;7.499e-01;1.381e-03;7.130e-01;1.313e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
973;9.125e+00;1.052e+00;7.499e-01;1.383e-03;7.130e-01;1.315e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
974;9.135e+00;1.052e+00;7.499e-01;1.385e-03;7.130e-01;1.317e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
975;9.145e+00;1.052e+00;7.499e-01;1.386e-03;7.130e-01;1.318e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
976;9.155e+00;1.052e+00;7.499e-01;1.388e-03;7.130e-01;1.320e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
977;9.165e+00;1.052e+00;7.499e-01;1.390e-03;7.130e-01;1.322e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
978;9.175e+00;1.052e+00;7.499e-01;1.391e-03;7.130e-01;1.323e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
979;9.185e+00;1.052e+00;7.499e-01;1.393e-03;7.130e-01;1.325e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
980;9.195e+00;1.052e+00;7.499e-01;1.395e-03;7.130e-01;1.326e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
981;9.205e+00;1.052e+00;7.499e-01;1.397e-03;7.130e-01;1.328e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
982;9.215e+00;1.052e+00;7.499e-01;1.398e-03;7.130e-01;1.329e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
983;9.225e+00;1.052e+00;7.499e-01;1.400e-03;7.130e-01;1.331e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
984;9.235e+00;1.052e+00;7.499e-01;1.402e-03;7.130e-01;1.333e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
985;9.245e+00;1.052e+00;7.499e-01;1.403e-03;7.130e-01;1.334e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
986;9.255e+00;1.052e+00;7.499e-01;1.405e-03;7.130e-01;1.336e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
987;9.265e+00;1.052e+00;7.499e-01;1.406e-03;7.130e-01;1.337e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
988;9.275e+00;1.052e+00;7.499e-01;1.408e-03;7.130e-01;1.339e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
989;9.285e+00;1.052e+00;7.499e-01;1.410e-03;7.130e-01;1.341e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
990;9.295e+00;1.052e+00;7.499e-01;1.411e-03;7.130e-01;1.342e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
991;9.305e+00;1.052e+00;7.499e-01;1.414e-03;7.130e-01;1.344e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
992;9.315e+00;1.052e+00;7.499e-01;1.416e-03;7.130e-01;1.346e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
993;9.325e+00;1.052e+00;7.499e-01;1.417e-03;7.130e-01;1.347e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
994;9.335e+00;1.052e+00;7.499e-01;1.419e-03;7.130e-01;1.349e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
995;9.345e+00;1.052e+00;7.499e-01;1.420e-03;7.130e-01;1.350e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
996;9.355e+00;1.052e+00;7.499e-01;1.421e-03;7.130e-01;1.351e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
997;9.365e+00;1.052e+00;7.499e-01;1.423e-03;7.130e-01;1.353e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
998;9.375e+00;1.052e+00;7.499e-01;1.424e-03;7.130e-01;1.354e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
999;9.385e+00;1.052e+00;7.499e-01;1.426e-03;7.130e-01;1.356e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1000;9.395e+00;1.052e+00;7.499e-01;1.428e-03;7.130e-01;1.357e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1001;9.405e+00;1.052e+00;7.499e-01;1.430e-03;7.130e-01;1.360e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1002;9.415e+00;1.052e+00;7.499e-01;1.431e-03;7.130e-01;1.360e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1003;9.425e+00;1.052e+00;7.499e-01;1.433e-03;7.130e-01;1.362e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1004;9.435e+00;1.052e+00;7.499e-01;1.435e-03;7.130e-01;1.365e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1005;9.445e+00;1.052e+00;7.499e-01;1.436e-03;7.130e-01;1.365e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1006;9.455e+00;1.052e+00;7.499e-01;1.438e-03;7.130e-01;1.367e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1007;9.465e+00;1.052e+00;7.499e-01;1.439e-03;7.130e-01;1.368e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1008;9.475e+00;1.052e+00;7.499e-01;1.441e-03;7.130e-01;1.370e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1009;9.485e+00;1.052e+00;7.499e-01;1.442e-03;7.130e-01;1.371e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1010;9.495e+00;1.052e+00;7.499e-01;1.444e-03;7.130e-01;1.373e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1011;9.505e+00;1.052e+00;7.499e-01;1.445e-03;7.130e-01;1.374e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1012;9.515e+00;1.052e+00;7.499e-01;1.447e-03;7.130e-01;1.376e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1013;9.525e+00;1.052e+00;7.499e-01;1.448e-03;7.130e-01;1.377e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1014;9.535e+00;1.052e+00;7.499e-01;1.450e-03;7.130e-01;1.379e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1015;9.545e+00;1.052e+00;7.499e-01;1.451e-03;7.130e-01;1.380e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1016;9.555e+00;1.052e+00;7.499e-01;1.453e-03;7.130e-01;1.382e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1017;9.565e+00;1.052e+00;7.499e-01;1.454e-03;7.130e-01;1.383e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1018;9.575e+00;1.052e+00;7.499e-01;1.456e-03;7.130e-01;1.385e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1019;9.585e+00;1.052e+00;7.499e-01;1.457e-03;7.130e-01;1.385e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1020;9.595e+00;1.052e+00;7.499e-01;1.459e-03;7.130e-01;1.388e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1021;9.605e+00;1.052e+00;7.499e-01;1.460e-03;7.130e-01;1.389e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1022;9.615e+00;1.052e+00;7.499e-01;1.461e-03;7.130e-01;1.390e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1023;9.625e+00;1.052e+00;7.499e-01;1.463e-03;7.130e-01;1.392e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1024;9.635e+00;1.052e+00;7.499e-01;1.464e-03;7.130e-01;1.392e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1025;9.645e+00;1.052e+00;7.499e-01;1.467e-03;7.130e-01;1.395e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1026;9.655e+00;1.052e+00;7.499e-01;1.468e-03;7.130e-01;1.395e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1027;9.665e+00;1.052e+00;7.499e-01;1.470e-03;7.130e-01;1.397e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1028;9.675e+00;1.052e+00;7.499e-01;1.471e-03;7.130e-01;1.398e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1029;9.685e+00;1.052e+00;7.499e-01;1.471e-03;7.130e-01;1.399e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1030;9.695e+00;1.052e+00;7.499e-01;1.473e-03;7.130e-01;1.401e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1031;9.705e+00;1.052e+00;7.499e-01;1.474e-03;7.130e-01;1.402e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1032;9.715e+00;1.052e+00;7.499e-01;1.476e-03;7.130e-01;1.404e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1033;9.725e+00;1.052e+00;7.499e-01;1.477e-03;7.130e-01;1.405e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1034;9.735e+00;1.052e+00;7.499e-01;1.478e-03;7.130e-01;1.406e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1035;9.745e+00;1.052e+00;7.499e-01;1.480e-03;7.130e-01;1.408e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1036;9.755e+00;1.052e+00;7.499e-01;1.482e-03;7.130e-01;1.409e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1037;9.765e+00;1.052e+00;7.499e-01;1.484e-03;7.130e-01;1.411e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1038;9.775e+00;1.052e+00;7.499e-01;1.485e-03;7.130e-01;1.412e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1039;9.785e+00;1.052e+00;7.499e-01;1.486e-03;7.130e-01;1.413e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1040;9.795e+00;1.052e+00;7.499e-01;1.488e-03;7.130e-01;1.415e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1041;9.805e+00;1.052e+00;7.499e-01;1.489e-03;7.130e-01;1.416e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1042;9.815e+00;1.052e+00;7.499e-01;1.490e-03;7.130e-01;1.417e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1043;9.825e+00;1.052e+00;7.499e-01;1.492e-03;7.130e-01;1.419e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1044;9.835e+00;1.052e+00;7.499e-01;1.493e-03;7.130e-01;1.420e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1045;9.845e+00;1.052e+00;7.499e-01;1.494e-03;7.130e-01;1.420e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1046;9.855e+00;1.052e+00;7.499e-01;1.496e-03;7.130e-01;1.423e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1047;9.865e+00;1.052e+00;7.499e-01;1.496e-03;7.130e-01;1.423e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1048;9.875e+00;1.052e+00;7.499e-01;1.498e-03;7.130e-01;1.424e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1049;9.885e+00;1.052e+00;7.499e-01;1.500e-03;7.130e-01;1.426e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1050;9.895e+00;1.052e+00;7.499e-01;1.501e-03;7.130e-01;1.427e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1051;9.905e+00;1.052e+00;7.499e-01;1.502e-03;7.130e-01;1.428e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1052;9.915e+00;1.052e+00;7.499e-01;1.503e-03;7.130e-01;1.429e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1053;9.925e+00;1.052e+00;7.499e-01;1.505e-03;7.130e-01;1.431e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1054;9.935e+00;1.052e+00;7.499e-01;1.506e-03;7.130e-01;1.432e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1055;9.945e+00;1.052e+00;7.499e-01;1.507e-03;7.130e-01;1.433e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1056;9.955e+00;1.052e+00;7.499e-01;1.509e-03;7.130e-01;1.435e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1057;9.965e+00;1.052e+00;7.499e-01;1.510e-03;7.130e-01;1.436e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1058;9.975e+00;1.052e+00;7.499e-01;1.511e-03;7.130e-01;1.437e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1059;9.985e+00;1.052e+00;7.499e-01;1.512e-03;7.130e-01;1.438e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1060;9.995e+00;1.052e+00;7.499e-01;1.514e-03;7.130e-01;1.440e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1061;1.000e+01;1.052e+00;7.499e-01;1.515e-03;7.130e-01;1.441e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1062;1.001e+01;1.052e+00;7.499e-01;1.516e-03;7.130e-01;1.442e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1063;1.002e+01;1.052e+00;7.499e-01;1.517e-03;7.130e-01;1.443e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1064;1.003e+01;1.052e+00;7.499e-01;1.518e-03;7.130e-01;1.444e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1065;1.004e+01;1.052e+00;7.499e-01;1.520e-03;7.130e-01;1.446e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1066;1.005e+01;1.052e+00;7.499e-01;1.522e-03;7.130e-01;1.447e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1067;1.006e+01;1.052e+00;7.499e-01;1.522e-03;7.130e-01;1.447e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1068;1.007e+01;1.052e+00;7.499e-01;1.523e-03;7.130e-01;1.448e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1069;1.008e+01;1.052e+00;7.499e-01;1.525e-03;7.130e-01;1.450e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1070;1.009e+01;1.052e+00;7.499e-01;1.526e-03;7.130e-01;1.451e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1071;1.010e+01;1.052e+00;7.499e-01;1.527e-03;7.130e-01;1.452e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
1072;1.011e+01;1.052e+00;7.499e-01;1.528e-03;7.130e-01;1.453e-03;1.052e+00;1.000e+01;8.335e-01;1.401e-02
